,name,named_after,label,x,y
4291,Sharidake,Mount Shari,natural geographic object,43.765555555556,144.71805555556
4294,Rausudake,Mount Rausu,natural geographic object,44.075833333333,145.1225
4297,Stroncone,Stroncone,municipality,42.5,12.666666666667
4302,Vogtland,Vogtlandkreis,district of Germany,50.433333333333,12.266666666667
4303,Saitama,Saitama Prefecture,region,35.8571666666667,139.649194444444
4308,Kuwana,Kuwana,city,35.0621944444444,136.683666666667
4312,Sekihokutouge,Sekihoku Pass,geographic location,43.6547222222222,143.164166666667
4314,Yoshino,Yoshino,human settlement,31.639055555556,130.56019444444
4316,Camarillo,Camarillo,city,34.225555555556,-119.03222222222
4319,Terni,Terni,city,42.566666666667,12.65
4329,Aberdonia,University of Aberdeen,public university,57.165,-2.1
4332,Akkado,Akkadō,tourist attraction,39.9836,141.736
4337,Rhon,Rhön Mountains,landform,50.516666666667,10.033333333333
4343,Nordlingen,Nördlingen,city,48.85,10.5
4350,Toutoumi,Tōtōmi Province,former administrative territorial entity,34.95972222,137.94777778
4353,Zao,Mount Zaō,natural geographic object,38.141,140.443
4358,Moldun,Meudon,territorial collectivity of France,48.8075,2.2402777777778
4365,Inuyama,Inuyama,physical location,35.3786111111111,136.9445
4372,Jurafrance,Jura Mountains,landform,47.2431,6.0219
4376,Yoron,Yoronjima,geographic location,27.0444444444444,128.417222222222
4380,Unstrut,Unstrut,stream,51.3161,10.2764
4382,Casteldelpiano,Castel del Piano,municipality,42.890833333333,11.539444444444
4385,Potsdam,Potsdam,city,52.4,13.066666666667
4393,Babelsberg,Babelsberg,administrative divisions of Germany,52.4,13.1
4395,Rakuyou,Rakuyo Tech High School,Article 1 school,34.979694,135.735083
4397,Hessen,Hesse,federated state,50.6080277777778,9.02847222222222
4401,Harutoriko,Lake Harutori,landform,42.972222,144.403611
4405,Neglinka,Neglinnaya,river,55.74972222,37.62638889
4407,Borovitskia,Kremlin Hill,neighborhood,55.74888889,37.6125
4411,Ostozhenka,Ostozhenka Street,road,55.740277777778,37.597222222222
4415,Sachsen,Saxony,federated state,51.026944444444,13.358888888889
4419,Baltimore,Baltimore,independent city,39.286388888889,-76.615
4422,Akashi,Akashi,city,34.6431388888889,134.997222222222
4430,Yauza,Yauza,stream,55.74722222,37.64027778
4432,Telc,Telč,municipality of the Czech Republic,49.184229941699,15.452771068011
4442,Wurttemberg,Württemberg,region,48.7786,9.17944
4450,Aichi,Aichi Prefecture,region,35.1801666666667,136.906416666667
4455,Ostankino,Ostankinsky District,human settlement,55.83055556,37.62111111
4459,Wakkanai,Wakkanai,city,45.4156388888889,141.673083333333
4463,Ohdohrikouen,Odori Park,park,43.059722,141.346389
4469,Kaminokuni,Kaminokuni,second-level administrative division,41.8011111111111,140.121444444444
4472,Panticapaeon,Panticapaeum,location of discovery,45.35083333,36.46861111
4477,Citlaltepetl,Citlaltepetl,natural geographic object,19.03,-97.27
4479,Doudleby,Doudleby,municipality,48.893604629852,14.501492150167
4484,Holasovice,Holašovice,administrative territorial entity of the Czech Republic,48.966666666667,14.266666666667
4488,Brandenburg,Brandenburg,federated state,52.3945555555556,13.0603333333333
4492,Sakitama,Sakitama,former municipality,36.1161111111111,139.490888888889
4494,Izumi,Izumi-ku,third-level administrative division,38.326388888889,140.88138888889
4499,Aulis,Aulis,location of discovery,38.43333333,23.5925
4505,Saarland,Saarland,federated state,49.37715,6.8783777777778
4512,Visby,Visby,administrative territorial entity,57.628997457133,18.307108945039
4516,Mecklenburg,Mecklenburg,region,53.8372222222222,11.4711111111111
4522,Hubelmatt,Hubelmatt Observatory,observatory,47.03668,8.30531
4523,Shosanbetsu,Shosanbetsu,second-level administrative division,44.5321111111111,141.766305555556
4526,Univsima,Tavrida National V.I. Vernadsky University,academic institution,44.95111111,34.10472222
4529,Isnello,Isnello,municipality,37.944046,14.007007
4532,Uttorp,Uttorp,protected area,56.077577,15.681554
4535,Fecamp,Fécamp,territorial collectivity of France,49.7575,0.37916666666667
4542,Rennes,Rennes,city,48.114166666667,-1.6808333333333
4550,Denali,Denali,natural geographic object,63.0691027777778,-151.006261111111
4552,Schwaben,Swabia,region,48.4,10
4556,Mehdia,Mehdya,commune of Morocco,34.255722,-6.674538
4557,San Jose,San Jose,city,37.304166666667,-121.87277777778
4563,Yonezawa,Yonezawa,city,37.9222222222222,140.116666666667
4567,Fram,Fram,watercraft,59.903333333333,10.699444444444
4570,Chikushi,Chikuzen Province,former administrative territorial entity,33.5961,130.489
4576,Kuma,Kumakogen,second-level administrative division,33.6555833333333,132.901666666667
4579,Kiruna,Kiruna,geographical feature,67.8488888888889,20.3027777777778
4586,Kiryu,Kiryū,city,36.4053333333333,139.330472222222
4590,Kurohone,Kurohone,former municipality,36.5017777777778,139.283777777778
4592,Lanusei,Lanusei,municipality,39.8786788,9.5414543
4595,Renzetti,Upper Palatinate,administrative divisions of Germany,49.3,12.2
4600,Cleveland,Cleveland,city,41.4991666666667,-81.6947222222222
4609,Helgoland,Heligoland,municipality in Germany,54.1825,7.8852777777778
4614,Bremen,Bremen,city,53.0758333333333,8.80722222222222
4622,Hikonejyo,Hikone Castle,fortification,35.276388888889,136.25166666667
4624,Vorarlberg,Vorarlberg,administrative territorial entity of Austria,47.243611111111,9.8938888888889
4628,Kathmandu,Kathmandu,city,27.71,85.32
4639,Acapulco,Acapulco,city,16.8628695,-99.8870087
4653,Univermoscow,Moscow State University,university,55.7025,37.530555555556
4655,Tunis,Tunis,city,36.800833333333,10.18
4659,Beslan,Beslan,geographical feature,43.183333333333,44.533333333333
4669,Holstein,Holstein,spatial region,54.1667,9.66667
4671,Vanavara,Vanavara,locality,60.345277777778,102.28416666667
4674,Nyukasayama,Mount Nyūkasa,natural geographic object,35.896389,138.171667
4676,Susono,Susono,city,35.1739444444444,138.906777777778
4679,Akagi,Mount Akagi,volcanic landform,36.560833333333,139.19361111111
4681,Harunasan,Mount Haruna,volcano,36.4769444444444,138.878055555556
4686,Tirol,Tyrol,administrative territorial entity of Austria,47.266666666667,11.4
4690,Karnten,Carinthia,administrative territorial entity of Austria,46.7525,13.8617
4694,Kremsmunster,Kremsmünster,LAU 2,48.055,14.130833333333
4699,Bassano,Bassano Bresciano,municipality,45.330555555556,10.127777777778
4702,Myougi,Mount Myōgi,natural geographic object,36.298611111111,138.73472222222
4707,Drebach,Drebach Observatory,observatory,50.6739,13.0127
4713,Golevka,Evpatoria Observatory,observatory,45.1892,33.1875
4722,Isonzo,Soča,stream,45.994444444444,13.641388888889
4724,Aci,Jaci,stream,37.75,15.25
4726,Boden,Boden,administrative territorial entity,65.818248726109,21.704563470407
4730,Subashiri,Subashiri interchange,transport structure,35.361763888889,138.86078333333
4732,Steinheim,Steinheim crater,natural geographic object,48.686666666667,10.065
4735,Serendip,Sri Lanka,state,7,81
4742,Kievtech,Igor Sikorsky Kyiv Polytechnic Institute,academic institution,50.449722,30.460833
4745,Hachioji,Hachioji,city,35.6664444444444,139.316
4753,Arcetri,Arcetri Observatory,observatory,43.750595,11.254426
4756,Lulea,Luleå Municipality,municipality,65.584444444444,22.153888888889
4759,Nagahama,Nagahama,city,35.3808333333333,136.278333333333
4763,Otukyo,Otsu,city,35.0178055555556,135.854722222222
4769,Tatebayashi,Tatebayashi,city,36.2448333333333,139.542111111111
4772,Sannaimura,Sannai,former municipality,39.2778888888889,140.6205
4774,Igaueno,Ueno,former municipality,34.7688333333333,136.129916666667
4776,Montreal,Montreal,city,45.5033426,-73.5868411
4786,Gifu,Gifu,city,35.42625,136.759444444444
4795,Minamiawaji,Minamiawaji,city,34.2944444444444,134.779833333333
4798,Tarendo,Tärendö,administrative territorial entity,67.168296694309,22.619170179003
4804,Ozegahara,Oze,landform,36.937,139.25102222
4808,Palazzolo,Palazzolo sull'Oglio,municipality,45.6,9.8833333333333
4811,Ornskoldsvik,Örnsköldsvik,administrative territorial entity,63.265490487805,18.676183350641
4817,Sundsvall,Sundsvall,administrative territorial entity,62.395509191965,17.285994257166
4821,Saragamine,Mount Saragamine,natural geographic object,33.7175,132.89444444444
4823,Strekov,Střekov Castle,fortification,50.63913333,14.05079167
4827,Cernovice,Černovice,municipality of the Czech Republic,49.372719357323,14.960918952709
4834,Maruseppu,Maruseppu,former municipality,44.0047777777778,143.337083333333
4836,Pest,Pest,human-geographic territorial entity,47.5,19.1
4840,Chianti,Chianti,spatial region,43.6,10.95
4845,Georgewest,George West,seat,28.33,-98.118305555556
4851,Hyogo,Hyōgo Prefecture,region,34.69125,135.183083333333
4856,Shifutsu,Mount Shibutsu,natural geographic object,36.903472,139.17325
4858,Sormano,Sormano,municipality,45.878611111111,9.2469444444444
4861,Hiuchigatake,Mount Hiuchigatake,geographic entity,36.95298,139.28716
4866,Saint-Marys,Saint Mary's University,group of humans,44.6317,-63.5797
4874,Manaslu,Manaslu,natural geographic object,28.55,84.559722222222
4876,Tanigawadake,Mount Tanigawa,natural geographic object,36.837222222222,138.92972222222
4878,Azumayasan,Mount Azumaya,volcano,36.541666666667,138.41305555556
4879,Lestone,Leighton Buzzard,city or town,51.9165,-0.6617
4881,Ashitaka,Mount Ashitaka,volcano,35.2166666666667,138.8
4883,Asamayama,Mount Asama,volcano,36.4,138.51666666667
4885,Chichibu,Chichibu,city,35.959722222222,138.93333333333
4889,Minano-machi,Minano,second-level administrative division,36.0708333333333,139.098777777778
4892,Heiankyo,Heian-kyō,national capital,35135.76666667,
4901,Tachikawa,Tachikawa,city,35.7139444444444,139.407916666667
4905,Tokorozawa,Tokorozawa,big city,35.799444444444,139.46888888889
4907,Yamagata,Yamagata Prefecture,region,38.2404444444444,140.363555555556
4912,Nantucket,Nantucket,geographic location,41.276756,-70.090889
4916,Kiyose,Kiyose,city,35.7857222222222,139.526472222222
4919,Beijingdaxue,Peking University,university,39.989722222222,116.30527777778
4925,La Serena,La Serena,city,-29.9027,-71.252
4928,Yatsuka,Yatsuka,former municipality,35.494916666667,133.17244444444
4930,Kuklov,Kuklov,dwelling place,48.9322,14.1819
4937,Ageo,Ageo,city,35.9773888888889,139.593194444444
4941,Dossobuono,Dossobuono,fourth-level administrative division,45.4,10.91666667
4946,IRTF,NASA Infrared Telescope Facility,observatory,19.8263,-155.473
4949,Semois,Semois,stream,49.681766666667,5.8203
4951,Montelupo,Montelupo Fiorentino,municipality,43.733333333333,11.016666666667
4954,Ondrejov,Ondřejov,municipality,49.904682492822,14.784264399925
4959,Kakegawa,Kakegawa,city,34.76875,137.998388888889
4963,Nara,Nara,city,34.685,135.804777777778
4975,Yokokurayama,Mount Yokokura,natural geographic object,33.5358333333333,133.207777777778
4977,Uchinoura,Uchinoura,former municipality,31.2783888888889,131.07425
4979,Somme,River Somme,stream,50.2197,1.4976
4983,Choustnik,Choustník Castle,fortification,49.331025,14.85269444
4986,Sagamihara,Sagamihara,city,35.5714166666667,139.373138888889
4993,Zavist,Oppidum Závist,archaeological site,49.96222222,14.40805556
4997,Grenoble,Grenoble,city,45.186944444444,5.7263888888889
5005,Oukawamine,Okawamine,natural geographic object,33.5644444444445,132.922777777778
5007,San Marcello,San Marcello Pistoiese,former municipality,44.055555555556,10.790833333333
5009,Dogo Onsen,Dōgo Onsen,spa,33.851944444444,132.78638888889
5013,Changchun,Changchun,city,43.9,125.2
5024,Blanik,Blaník,natural geographic object,49.642222222222,14.872777777778
5026,L'Aquila,L'Aquila,municipality,42.354008333333,13.391991666667
5033,Sassi,Sassi di Matera,location of discovery,40.6667,16.6083
5041,Farra,Farra d'Isonzo,municipality,45.9,13.516666666667
5044,Huskvarna,Huskvarna,city,57.7919444444445,14.2755555555556
5053,Mizusawa,Mizusawa,former municipality,39.1445,141.139111111111
5055,Pelhrimov,Pelhřimov,municipality of the Czech Republic,49.431396763393,15.223389364189
5066,Tipografiyanauka,Academy of Sciences Printing House,architectural structure,59.93781,30.280052
5073,Smaklosa,Västergarn and Stora Mafrids,administrative territorial entity,57.446151875988,18.139307210535
5079,Perinaldo,Perinaldo,municipality,43.866930555556,7.67435
5082,Kagiroino-Oka,Ōuda,former municipality,34.4788888888889,135.928111111111
5084,Vaxjo,Växjö,administrative territorial entity,56.889029924861,14.802795326212
5088,Salopia,Shropshire,county of England,52.616666666667,-2.7166666666667
5090,Iafe,Institute of Astronomy and Space Physics,artificial geographic entity,-34.543569,-58.440888
5094,Foros,Foros,administrative divisions of Russia,44.391666666667,33.788888888889
5098,Shizutani-Kou,Shizutani School,geographic location,34.797946,134.219477
5105,Etrepigny,Étrépigny,territorial collectivity of France,49.684444444444,4.7538888888889
5112,Putignano,Putignano,municipality,40.849227777778,17.122544444444
5115,Malse,Malše,stream,48.5641,14.6384
5117,Albis,Elbe,stream,53.9222222222222,8.72222222222222
5122,Asiago,Asiago,municipality,45.866666666667,11.516666666667
5125,Krasetin,Krasetín,administrative territorial entity of the Czech Republic,48.8822,14.3156
5127,Dellen,Dellen,crater lake,61.862,16.707
5129,Rip,Říp Mountain,natural geographic object,50.38653,14.2896344
5132,Ube,Ube,city,33.9515833333333,131.246722222222
5136,Nizhnij Novgorod,Nizhny Novgorod,city,56.326944444444,44.0075
5144,Altamira,Cave of Altacosa,rock shelter,43.376944444444,-4.11975
5149,Haute-Provence,Alpes-de-Haute-Provence,territorial collectivity of France,44.095277777778,6.24
5155,Tvaren,Tvären,water area,58.766666666667,17.416666666667
5159,Kyokuchiken,National Institute of Polar Research,publishing company,35.7125,139.409
5163,Tsukuba,Tsukuba,city,36.0834722222222,140.076444444444
5169,Sanvito,San Vito,municipality,39.4418937,9.5404243
5172,Zhongkeyuan,Chinese Academy of Sciences,publishing company,39.9096,116.3296
5179,Umasslowell,University of Massachusetts Lowell,university,42.65,-71.323
5183,Buenos Aires,Buenos Aires,city,-34.599722222222,-58.381944444444
5200,Itsukushima,Itsukushima,geographic location,34.275555555556,132.30777777778
5208,Fuchie,Fuchie School,Article 1 school,35.792,139.811639
5210,Kaseda,Kaseda,former municipality,31.4165833333333,130.3235
5212,Simbirsk,Ulyanovsk,city,54.316666666667,48.366666666667
5219,Berezov,Beryozovo,administrative divisions of Russia,63.938055555556,65.041944444444
5222,Erzgebirge,Ore Mountains,landform,50.5,13
5229,Beishida,Beijing Normal University,university,39.957222222222,116.3625
5235,Roero,Roero,spatial region,44.7,7.85
5240,Dallas,Dallas,city,32.779166666667,-96.808888888889
5244,Australia,Australia,state,-25133,
5250,Nobeyama,Nobeyama radio observatory,observatory,35.94166667,138.47583333
5251,Matsue,Matsue,city,35.4681111111111,133.048527777778
5261,Kobe,Kobe,city,34.6901666666667,135.195444444444
5272,Seeberg,Seeberg Observatory,observatory,50.9338,10.7282
5273,Nikolaev,Mykolaiv,city,46.975,31.995
5277,Valujki,Valuyki,administrative territorial entity,50.183333333333,38.116666666667
5283,Kaluga,Kaluga,city,54.533333333333,36.266666666667
5290,Okegaya,Okegaya Marsh,wetland,34.74166667,137.88333333
5291,NANTEN,NANTEN2 Observatory,infrastructure,-22.96972222,-67.70222222
5296,Nanyou,Nanyo,city,38.0551111111111,140.148361111111
5299,Bradshaw,Bradshaw Mountains,landform,34.414722222222,-112.40388888889
5302,Gurzuf,Hurzuf,urban-type settlement,44.552777777778,34.2875
5304,Cornell,Cornell University,university,42.4491666666667,-76.4838888888889
5312,Machu-Picchu,Machu Picchu,location of discovery,-13.1630555555556,-72.5455555555556
5320,Cuzco,Cusco,city,-13.5169444444444,-71.9786111111111
5329,Edinburgh,Edinburgh,city,55.9533333333333,-3.18916666666667
5341,Cranach,Lucas Cranach the Elder,mammal,50.98333333,11.32777778
5346,Tooting,Tooting,human settlement,51.428,-0.165
5348,Angrogna,Angrogna,municipality,44.843582,7.223816
5351,Macao,Macau,city,22.19,113.538055555556
5369,Novotroitskoe,Novotroitske,populated place in Ukraine,46.354444444444,34.336111111111
5373,Boulder,Boulder,city,40.019444444444,-105.29277777778
5382,Ufa,Ufa,geographical feature,54.7261111111111,55.9475
5393,Nijo,Nijō Castle,fortification,35.014166666667,135.7475
5395,Hieizan,Mount Hiei,natural geographic object,35.066666666667,135.83833333333
5403,Johnen,Mount Jōnen,natural geographic object,36.32555556,137.7275
5405,Satomimura,Satomi,former municipality,36.733,140.490027777778
5407,Bal,Bäl,historical administrative division,57.64472222,18.63277778
5408,Tingstade,Tingstäde,historical administrative division,57.73611111,18.61472222
5409,Rone,Rone,administrative territorial entity of Sweden,57.209561363988,18.444329262759
5411,Burs,Burs,historical administrative division,57.24555556,18.50861111
5412,Kraklingbo,Kräklingbo,historical administrative division,57.445,18.71111111
5413,Caussols,Caussols,territorial collectivity of France,43.741388888889,6.9
5420,AMOS,Air Force Maui Optical and Supercomputing observatory,observatory,20.708333333333,-156.25805555556
5421,Iidesan,Iide Mountains,landform,37.83305556,139.66055556
5424,Saji,Saji Observatory,observatory,35.33888889,134.12222222
5427,Leviathan,Leviathan of Parsonstown,observatory,53.0967722,-7.9175782
5429,Corneville,Corneville-sur-Risle,territorial collectivity of France,49.336944444444,0.59416666666667
5436,London,London,city,51.507222222222,-0.1275
5452,Yakiimo,JCPM Yakiimo Station,observatory,34.96,138.47
5453,Tanegashima,Tanegashima,geographic location,30.573888888889,130.98111111111
5457,Showashinzan,Shōwa-shinzan,volcano,42.5425,140.86444444444
5461,Kakogawa,Kakogawa,city,34.7569166666667,134.841277777778
5464,Ortigara,Mount Ortigara,natural geographic object,46.00722222,11.50777778
5466,ODAS,OCA-DLR Asteroid Survey,observatory,43.74888889,6.92666667
5470,Tula,Tula,city,54.2,37.616666666667
5477,Kawane,Kawane,former municipality,34.9428055555556,138.07725
5479,Takane,Takane,former municipality,35.8374722222222,138.413472222222
5481,Nanyang,Nanyang,city,32.99871,112.52921
5485,Davidschlag,Davidschlag,Ortsteil,48.430962,14.276301
5486,Narukospa,Naruko,former municipality,38.7448611111111,140.718722222222
5488,Takatumuzi,Takatumuzi,natural geographic object,38.0663888888889,140.203888888889
5490,Kourakuen,Kōraku-en,Japanese garden,34.66766389,133.93505556
5491,Kol'tsovo,"Koltsovo, Novosibirsk Oblast",human settlement,54.9376,83.1825
5496,Kharkiv,Kharkiv,city,49.9925,36.2311111111111
5503,Sarov,Sarov,administrative territorial entity,54.933333333333,43.316666666667
5509,Hokuto,Hokuto,city,35.7764722222222,138.423638888889
5512,Sukagawa,Sukagawa,city,37.2868888888889,140.372555555556
5515,Sasagamine,Mount Sasa,natural geographic object,33.828111,133.274591
5517,Taiyonoto,Tower of the Sun,creative work,34.8096,135.532
5523,Lokrume,Lokrume socken,historical administrative division,57.68777778,18.53861111
5524,Liseleje,Liseleje,city or town,56.0056,11.9864
5526,Kamogata,Kamogata,geographical feature,34.5278333333333,133.584916666667
5531,Venezuela,Venezuela,state,8,-67
5535,Faro,Fårö,geographic location,57.933333333333,19.15
5539,Fleringe,Fleringe socken,historical administrative division,57.86962778,18.87696389
5540,Esashi,Esashi,second-level administrative division,41.8691388888889,140.127444444444
5543,Vamlingbo,Vamlingbo socken,historical administrative division,56.96944444,18.23027778
5544,Hamra,Hamra socken,historical administrative division,56.975833333333,18.313333333333
5545,Sundre,Sundre socken,historical administrative division,56.936388888889,18.183333333333
5546,Thionville,Thionville,territorial collectivity of France,49.358055555556,6.1683333333333
5553,Nancy-Lorraine,Nancy,city,48.692777777778,6.1836111111111
5561,Dijon,Dijon,city,47.323055555556,5.0419444444444
5569,Macon,Mâcon,territorial collectivity of France,46.306666666667,4.8319444444444
5576,Lyon,Lyon,city,45.758888888889,4.8413888888889
5589,Mihonoseki,Mihonoseki,former municipality,35.532888888889,133.18416666667
5591,Aransio,Orange,territorial collectivity of France,44.1375,4.8088888888889
5598,Avignon,Avignon,territorial collectivity of France,43.948611111111,4.8083333333333
5609,Apta,Apt,territorial collectivity of France,43.876111111111,5.3963888888889
5616,Manosque,Manosque,territorial collectivity of France,43.833333333333,5.7830555555556
5623,Saint Michel,Le Mont-Saint-Michel,territorial collectivity of France,48.635833333333,-1.5102777777778
5631,Kanpuzan,Mount Kanpū,natural geographic object,33.8116666666667,133.261666666667
5633,Porec,Poreč,second-level administrative division,45.2271722008831,13.5952238757617
5637,Shudo,Shudo Academy,secondary school,34.373056,132.457111
5638,Beiligong,Beijing Institute of Technology,academic institution,39.957777777778,116.30833333333
5645,Mallorca,Mallorca,geographic location,39.616666666667,2.9833333333333
5649,Ostend,Ostend,city,51.2258333333333,2.91944444444444
5663,Bruges,Bruges,city,51.2088888888889,3.22416666666667
5676,Ghent,Ghent,city,51.0536111111111,3.72527777777778
5687,Dwingeloo,Dwingeloo Radio Observatory,architectural structure,52.81194,6.39611
5695,Nitra,Nitra,city,48.314722222222,18.0875
5703,Surgut,Surgut,city,61.25,73.433333333333
5711,Passchendaele,Passendale,human settlement,50.9002777777778,3.02055555555556
5714,Tarumi,Tarumi-ku,human-geographic territorial entity,34.6305277777778,135.056722222222
5721,Belgorod,Belgorod,city,50.6,36.6
5728,Okadaira,Okadaira Shell Mound,location of discovery,36.017111,140.347944
5732,Ucka,Učka,landform,45.25,14.2
5735,Zwin,Zwin,human-geographic territorial entity,51.36696,3.36911
5745,Tianyahaijiao,Tianya Haijiao,promontory,18.2911,109.347
5747,Slovenija,Slovenia,state,46,15
5755,Zeletava,Želetava,municipality,49.141921478531,15.673013748139
5763,Yakage,Yakage,second-level administrative division,34.6275,133.587222222222
5766,Worpswede,Worpswede,municipality in Germany,53.222222222222,8.9277777777778
5769,Nautilus,USS Nautilus,submarine,41.3872222222222,-72.0883333333333
5771,Edo,Edo,historical administrative division,35.6838888888889,139.774444444444
5780,Thronium,Thronium,ancient city,38.775841,22.725727
5785,Sangerhausen,Sangerhausen,city,51.466666666667,11.3
5790,Pribram,Příbram,municipality of the Czech Republic,49.68996461067,14.010474512485
5802,Ashikaga,Ashikaga,city,36.3401666666667,139.449722222222
5807,Sagano,Sagano,human-geographic territorial entity,35.018333,135.672917
5809,Bizan,Mount Bizan,natural geographic object,34.060833333333,134.51694444444
5811,Niiyaeki,Niiya Station,station,33.534,132.6003
5826,Kumamoto,Kumamoto,city,32.803,130.707861111111
5839,Palermo,Palermo,city,38.1156580555556,13.3612619444444
5847,Malytheatre,Maly Theatre,organization,55.75969194,37.62061
5853,Tmutarakania,Tmutarakan,location of discovery,45.21907,36.71406
5859,Yugan,Nefteyugansk,city,61.1,72.6
5867,Tanaro,Tanaro,stream,45.006,8.769
5869,Keet Seel,Navajo National Monument,location of discovery,36.6783,-110.541
5876,Paraguay,Paraguay,state,-23.5,-58
5880,Campeche,Bay of Campeche,water area,20,-94
5884,Digne,Digne-les-Bains,territorial collectivity of France,44.0925,6.2355555555556
5891,Bandaisan,Mount Bandai,volcano,37.600833333333,140.07222222222
5893,Digerhuvud,Digerhuvud,protected area,57.9744861277097,19.101891572843
5896,Jungfrun,Jungfrun,protected area,57.829083,18.502628
5901,Hoburgsgubben,Hoburgsgubben,stone,56.92233,18.12886
5903,Holmhallar,Holmhällar,protected area,56.9307,18.2936
5906,Lergrav,Lergravsviken,protected area,57.7953,18.9873
5909,Greifswald,Greifswald,city,54.083333333333,13.383333333333
5919,Ypres,Ypres,city,50.8508333333333,2.885
5927,Arzamas,Arzamas,administrative territorial entity,55.383333333333,43.8
5933,Fideoja,Fide socken,historical administrative division,57.07361111,18.31611111
5935,Hemse,Hemse,administrative territorial entity,57.23572383199,18.375300385357
5939,Stenkyrka,Stenkyrka socken,historical administrative division,57.79,18.53
5940,Larbro,Lärbro,administrative territorial entity,57.784705172654,18.789312909701
5944,Bro,Bro socken,historical administrative division,57.673,18.483
5945,Fole,Fole socken,historical administrative division,57.65055556,18.54472222
5946,Lummelunda,Lummelunda socken,historical administrative division,57.76972222,18.45527778
5947,Gotenba,Gotemba,city,35.3086944444444,138.934611111111
5950,Kamogawa,Kamo River,stream,34.931416666667,135.73723611111
5952,Mizugatsuka,Mizugatsuka Park,facility,35.3046295474038,138.770920933159
5956,Tanuki,Lake Tanuki,artificial lake,35.343611111111,138.56055555556
5958,Asagiri,Asagiri Plateau,natural geographic object,35.41333333,138.59111111
5962,Tokara,Tokara Islands,landform,29.37,129.74333333333
5967,Akusekijima,Akusekijima,geographic location,29.465277777778,129.59388888889
5973,Takarajima,Takarajima,geographic location,29.133333333333,129.2
5979,Ogasawara,Bonin Islands,landform,26.998055555556,142.21805555556
5984,Aenona,Nin,second-level administrative division,44.239722222222,15.181111111111
5988,Iriki,Iriki,former municipality,31.8065833333333,130.430777777778
5990,Ishigaki,Ishigaki Island,geographic location,24.4033333333333,124.193611111111
5994,Nebraska,Nebraska,electoral unit,41.5,-100
6000,Comeniana,Comenius University,publishing company,48.1412222222222,17.1159444444444
6008,Le Creusot,Le Creusot,territorial collectivity of France,46.800555555556,4.4402777777778
6015,Sixtygarden,Harvard–Smithsonian Center for Astrophysics,observatory,42.3815,-71.1284
6018,Hohe Meissner,Hoher Meissner,natural geographic object,51.207777777778,9.8472222222222
6020,Thuringer Wald,Thuringian Forest,mountain range,50.666666666667,10.833333333333
6024,Fichtelgebirge,Fichtelgebirge,landform,50.05,11.85
6031,Harz,Harz,landform,51.75,10.633333333333
6034,Westerwald,Westerwald,landform,50.6667,7.83333
6039,Hunsruck,Hunsrück,landform,50,7.5
6042,Taunus,Taunus,landform,50.23333333,8.45
6047,Sumaura,Sumaura Elementary School,Article 1 school,34.645917,135.1125
6049,Murom,Murom,city,55.580854,42.053839
6057,Tainai,Tainai,city,38.0596944444444,139.410333333333
6060,Sayo,Sayo,second-level administrative division,35.00425,134.35575
6063,Kozuki,Kōzuki,former municipality,34.984583333333,134.32347222222
6065,Etampes,Étampes,territorial collectivity of France,48.435,2.1622222222222
6072,Kilimanjaro,Mount Kilimanjaro,point of interest,-3.0666666666667,37.359166666667
6078,Lake Placid,Lake Placid,administrative territorial entity,44.285555555556,-73.985277777778
6081,Nishiharima,Nishi-Harima Observatory,observatory,35.0254,134.3356
6082,Hakkaisan,Mount Hakkai,natural geographic object,37.1038888888889,139.024722222222
6088,Mali Losinj,Mali Lošinj,second-level administrative division,44.533888888889,14.468055555556
6092,Vallenar,Vallenar,city,-28.5751,-70.7616
6094,Los Molinos,Los Molinos Observatory,observatory,-34.75538889,-56.19022222
6100,Ardmacha,Armagh,city,54.349444,-6.654444
6104,Armaghobs,Armagh Observatory,observatory,54.353,-6.64998
6109,Sakurajima,Sakurajima,volcano,31.580555555556,130.65805555556
6110,Kallunge,Källunge socken,historical administrative division,57.60777778,18.58444444
6111,Helsingborg,Helsingborg,city,56.042411686174,12.720996359515
6119,Goteborg,Gothenburg,city,57.7075,11.9675
6126,Stenkumla,Stenkumla socken,historical administrative division,57.5475,18.26833333
6127,Vasterhejde,Västerhejde socken,historical administrative division,57.58055556,18.24805556
6128,Karlstad,Karlstad,administrative territorial entity,59.387470608451,13.509980287639
6132,Kominejo,Komine Castle,fortification,37.132624,140.213583
6133,Houffalize,Houffalize,city,50.13202,5.78936
6141,Brac,Brač,geographic location,43.311111111111,16.665555555556
6145,Sauerland,Sauerland,spatial region,51.25,8
6147,Teutoburgerwald,Teutoburg Forest,geographical feature,51.895555555556,8.8136111111111
6154,Schwarzwald,Black Forest,geographical feature,48.3,8.15
6161,Feldberg,Feldberg,natural geographic object,47.873611111111,8.0038888888889
6165,Khture,Kharkiv National University of Radioelectronics,publishing company,50.015,36.22777778
6169,Kharkivuniver,National University of Kharkiv,publishing company,50.004444444444,36.228333333333
6176,Pskov,Pskov,city,57.816666666667,28.333333333333
6186,Seine,Seine,stream,49.434722222222,0.1175
6188,Muhlhausen,Mühlhausen,city,51.216666666667,10.45
6194,Kothen,Köthen,city,51.7511111111111,11.9736111111111
6199,Minas Gerais,Minas Gerais,electoral unit,-18.95,-44.5666666666667
6203,Belo Horizonte,Belo Horizonte,city,-19.9280555555556,-43.9419444444444
