,name,named_after,label,x,y
8114,Canaryastroinst,Instituto de Astrofísica de Canarias,group of humans,28.474622222222,-16.308091666667
8122,Zvyagel,Zviahel,second-level administrative division,50.583333333333,27.633333333333
8125,Balearicuni,University of the Balearic Islands,publishing company,39.6380555555556,2.64805555555556
8128,NIGLAS,Nanjing Institute of Geography and Limnology,scientific organization,32.058106,118.805374
8130,Suzaka,Suzaka,city,36.6511111111111,138.30725
8133,Avila,Ávila,city,40.654347222222,-4.6962222222222
8142,Qingdao,Qingdao,city,36.116666666667,120.4
8152,Kedainiai,Kėdainiai,city,55.2833333333333,23.9666666666667
8159,Castion,Castiglione dei Pepoli,municipality,44.15,11.15
8162,Eberstadt,Eberstadt,geographic location,49.8189,8.645
