name,named_after,sex_or_gender,date_of_birth,date_of_death
Zanstra,Herman Zanstra,male,1894-11-03T00:00:00Z,1972-10-02T00:00:00Z
Kippenhahn,Rudolf Kippenhahn,male,1926-05-24T00:00:00Z,2020-11-15T00:00:00Z
Amosov,Mykola Amosov,male,1913-12-06T00:00:00Z,2002-12-12T00:00:00Z
Kaverznev,Aleksandr Kaverznev,male,1932-06-16T00:00:00Z,1983-03-29T00:00:00Z
Rousseau,Jean-Jacques Rousseau,male,1712-06-28T00:00:00Z,1778-07-02T00:00:00Z
Perepadin,Oleksandr Perepadin,male,1945-07-13T00:00:00Z,
Vysheslavia,Leonid Vysheslavsky,male,1914-03-05T00:00:00Z,2002-12-27T00:00:00Z
Delsemme,Armand Delsemme,male,1918-02-01T00:00:00Z,2017-07-22T00:00:00Z
Tatsuo,Tatsuo Yamada,male,1956-01-10T00:00:00Z,2009-07-26T00:00:00Z
Scholl,Hans Scholl,male,1942-11-14T00:00:00Z,
Otto,Otto Hahn,male,1879-03-08T00:00:00Z,1968-07-28T00:00:00Z
Chen Jiageng,Tan Kah Kee,male,1874-10-21T00:00:00Z,1961-08-12T00:00:00Z
Jaschek,Carlos Jaschek,male,1926-03-02T00:00:00Z,1999-04-12T00:00:00Z
Surikov,Vasily Surikov,male,1848-01-12T00:00:00Z,1916-03-06T00:00:00Z
Vladisvyat,Vladimir Svyatoslavich,male,,1161-01-01T00:00:00Z
Iliya,Ilya Muromets,male,,1203-01-01T00:00:00Z
Pestalozzi,Johann Heinrich Pestalozzi,male,1746-01-12T00:00:00Z,1827-02-17T00:00:00Z
Mohr,Josef Mohr,male,1901-11-26T00:00:00Z,1979-12-16T00:00:00Z
Niilo,Niilo Lauttamus,male,1924-05-16T00:00:00Z,1977-05-08T00:00:00Z
Paola,Queen Paola of Belgium,female,1937-09-11T00:00:00Z,
Spahr,Timothy B. Spahr,male,1970-01-01T00:00:00Z,
Lautaro,Lautaro,male,1535-01-01T00:00:00Z,1557-04-29T00:00:00Z
Chivilikhin,Vladimir Chivilikhin,male,1928-03-07T00:00:00Z,1984-06-09T00:00:00Z
Cameron,Alastair G. W. Cameron,male,1925-06-21T00:00:00Z,2005-10-03T00:00:00Z
Chagall,Marc Chagall,male,1887-06-24T00:00:00Z,1985-03-28T00:00:00Z
Chaucer,Geoffrey Chaucer,male,1343-01-01T00:00:00Z,1400-10-25T00:00:00Z
Shakespeare,William Shakespeare,male,1564-04-01T00:00:00Z,1616-04-23T00:00:00Z
Mrinalini,Mrinalini Sarabhai,female,1918-05-11T00:00:00Z,2016-01-21T00:00:00Z
Sarabhai,Vikram Sarabhai,male,1919-08-12T00:00:00Z,1971-12-30T00:00:00Z
Korhonen,Tapio Korhonen,male,1944-01-01T00:00:00Z,
Trimberger,Stephen Trimberger,male,1955-01-01T00:00:00Z,
Vondel,Joost van den Vondel,male,1587-11-17T00:00:00Z,1679-02-05T00:00:00Z
Taratuta,Evgenia Taratuta,female,1912-05-17T00:00:00Z,2005-10-03T00:00:00Z
Dante,Dante Alighieri,male,1265-01-01T00:00:00Z,1321-09-14T00:00:00Z
Leonardo,Leonardo da Vinci,male,1452-04-15T00:00:00Z,1519-05-02T00:00:00Z
Michelangelo,Michelangelo,male,1475-03-06T00:00:00Z,1564-02-18T00:00:00Z
Delasalle,Jean-Baptiste de La Salle,male,1651-04-30T00:00:00Z,1719-04-07T00:00:00Z
Koncek,Mikuláš Konček,male,1900-04-12T00:00:00Z,1982-08-16T00:00:00Z
Ushakov,Fyodor Ushakov,male,1745-02-13T00:00:00Z,1817-10-02T00:00:00Z
Dobrovoleva,Oleg Dobrovolsky,male,1914-11-29T00:00:00Z,1989-01-01T00:00:00Z
Huangsushu,Su-Shu Huang,male,1915-04-16T00:00:00Z,1977-09-15T00:00:00Z
Candy,Michael P. Candy,male,1928-12-23T00:00:00Z,1994-11-02T00:00:00Z
Petrovic,Štefan Petrovič,male,1906-01-01T00:00:00Z,2000-01-01T00:00:00Z
Godiva,Lady Godiva,female,,1067-09-10T00:00:00Z
Kulin,György Kulin,male,1905-01-28T00:00:00Z,1989-04-22T00:00:00Z
Heard,John F. Heard,male,1907-06-18T00:00:00Z,1976-10-05T00:00:00Z
Shavarsh,Shavarsh Karapetyan,male,1953-05-19T00:00:00Z,
Vehrenberg,Hans Vehrenberg,male,1910-03-06T00:00:00Z,1991-08-02T00:00:00Z
Houston,Walter Scott Houston,male,1912-05-30T00:00:00Z,1993-12-23T00:00:00Z
Evans,Robert Evans,male,1937-02-20T00:00:00Z,2022-11-08T00:00:00Z
Chambers,John E. Chambers,male,1969-01-01T00:00:00Z,
Krat,Vladimir Krat,male,1911-07-08T00:00:00Z,1983-06-02T00:00:00Z
Bernes,Mark Bernes,male,1911-09-25T00:00:00Z,1969-08-16T00:00:00Z
Yangel,Mikhail Yangel,male,1911-10-25T00:00:00Z,1971-10-25T00:00:00Z
Kozai,Yoshihide Kozai,male,1928-04-01T00:00:00Z,2018-02-05T00:00:00Z
Webb,Thomas William Webb,male,1807-12-14T00:00:00Z,1885-05-19T00:00:00Z
Moliere,Molière,male,1622-01-15T00:00:00Z,1673-02-17T00:00:00Z
Goethe,Johann Wolfgang von Goethe,male,1749-08-28T00:00:00Z,1832-03-22T00:00:00Z
Herzen,Alexander Ivanovich Herzen,male,1812-03-25T00:00:00Z,1870-01-09T00:00:00Z
Annapavlova,Anna Pavlova,female,1881-02-12T00:00:00Z,1931-01-23T00:00:00Z
Delcano,Juan Sebastián Elcano,male,1486-01-01T00:00:00Z,1526-08-04T00:00:00Z
Cook,James Cook,male,1728-10-27T00:00:00Z,1779-02-14T00:00:00Z
Wren,Christopher Wren,male,1632-10-20T00:00:00Z,1723-02-25T00:00:00Z
Zimmer,Louis Zimmer,male,1888-09-08T00:00:00Z,1970-12-12T00:00:00Z
Sarahill,Sarah J. Hill,female,1909-01-01T00:00:00Z,1996-01-01T00:00:00Z
McFadden,Lucy-Ann McFadden,female,1952-03-23T00:00:00Z,
Akhmatova,Anna Akhmatova,female,1889-06-11T00:00:00Z,1966-03-05T00:00:00Z
Heyrovsky,Jaroslav Heyrovský,male,1890-12-20T00:00:00Z,1967-03-27T00:00:00Z
Nesterov,Pyotr Nesterov,male,1887-02-15T00:00:00Z,1914-08-26T00:00:00Z
Popov,Alexander Stepanovich Popov,male,1859-03-04T00:00:00Z,1905-12-31T00:00:00Z
Garber,Paul Edward Garber,male,1899-08-31T00:00:00Z,1992-09-23T00:00:00Z
Henderson,Thomas James Henderson,male,1798-12-28T00:00:00Z,1844-11-23T00:00:00Z
Horrocks,Jeremiah Horrocks,male,1618-01-01T00:00:00Z,1641-01-03T00:00:00Z
Schiller,Friedrich Schiller,male,1759-11-10T00:00:00Z,1805-05-09T00:00:00Z
Moisseiev,Nikolay Moiseyev,male,1902-12-16T00:00:00Z,1955-12-06T00:00:00Z
Dzhalil,Musa Cälil,male,1906-02-15T00:00:00Z,1944-08-25T00:00:00Z
Beatrice Tinsley,Beatrice Tinsley,female,1941-01-27T00:00:00Z,1981-03-23T00:00:00Z
van den Heuvel,Ed van den Heuvel,male,1940-11-02T00:00:00Z,
Herodotus,Herodotus,male,0484-01-01T00:00:00Z,0425-01-01T00:00:00Z
Bergholz,Olga Bergholz,female,1910-05-16T00:00:00Z,1975-11-13T00:00:00Z
Chukokkala,Korney Chukovsky,male,1882-03-19T00:00:00Z,1969-10-28T00:00:00Z
Omarkhayyam,Omar Khayyám,male,1048-05-18T00:00:00Z,1131-12-04T00:00:00Z
Bezruc,Petr Bezruč,male,1867-09-15T00:00:00Z,1958-02-17T00:00:00Z
Tacitus,Tacitus,male,0055-01-01T00:00:00Z,0120-01-01T00:00:00Z
van Sprang,Bert van Sprang,male,1944-06-01T00:00:00Z,2015-11-17T00:00:00Z
Hergenrother,Carl W. Hergenrother,male,1973-01-01T00:00:00Z,
Zimmerman,Nikolay Zimmerman,male,1890-03-20T00:00:00Z,1942-02-14T00:00:00Z
Stumpff,Karl Stumpff,male,1895-05-17T00:00:00Z,1970-11-10T00:00:00Z
Morabito,Linda A. Morabito,female,1953-11-21T00:00:00Z,
Weaver,Kenneth Weaver,male,1915-11-29T00:00:00Z,2010-09-20T00:00:00Z
Lyubov,Lyubov Orlova,female,1902-01-29T00:00:00Z,1975-01-26T00:00:00Z
Machin,Arnold Machin,male,1911-09-30T00:00:00Z,1999-03-09T00:00:00Z
Wagman,Nicholas E. Wagman,male,1905-01-01T00:00:00Z,1980-01-01T00:00:00Z
Velimir,Velimir Khlebnikov,male,1885-10-28T00:00:00Z,1922-06-28T00:00:00Z
Chizhevskij,Alexander Chizhevsky,male,1897-01-26T00:00:00Z,1964-12-20T00:00:00Z
Ercilla,Alonso de Ercilla,male,1533-08-07T00:00:00Z,1594-11-29T00:00:00Z
Baily,Francis Baily,male,1774-04-28T00:00:00Z,1844-08-30T00:00:00Z
Goodricke,John Goodricke,male,1764-09-17T00:00:00Z,1786-04-20T00:00:00Z
Dobronravin,Petr Dobronravin,male,1908-01-01T00:00:00Z,2000-01-01T00:00:00Z
Dangrania,Daniil Granin,male,1919-01-01T00:00:00Z,2017-07-04T00:00:00Z
Florence,Florence Nightingale,female,1820-05-12T00:00:00Z,1910-08-13T00:00:00Z
Hay,Will Hay,male,1888-12-06T00:00:00Z,1949-04-18T00:00:00Z
Davydov,Denis Davydov,male,1784-07-16T00:00:00Z,1839-04-22T00:00:00Z
Bagration,Pyotr Bagration,male,1765-07-10T00:00:00Z,1812-09-12T00:00:00Z
Obruchev,Vladimir A. Obruchev,male,1863-09-28T00:00:00Z,1956-06-19T00:00:00Z
Bonestell,Chesley Bonestell,male,1888-01-01T00:00:00Z,1986-06-11T00:00:00Z
Hillary,Edmund Hillary,male,1919-07-20T00:00:00Z,2008-01-11T00:00:00Z
Landgraf,Werner Landgraf,male,1959-07-29T00:00:00Z,
Kostinsky,Sergey Kostinsky,male,1867-08-12T00:00:00Z,1936-08-22T00:00:00Z
Buchar,Emil Buchar,male,1901-08-04T00:00:00Z,1979-09-20T00:00:00Z
Walter Adams,Walter Sydney Adams,male,1876-12-20T00:00:00Z,1956-05-11T00:00:00Z
Samantha,Samantha Smith,female,1972-06-29T00:00:00Z,1985-08-25T00:00:00Z
Okudzhava,Bulat Okudzhava,male,1924-05-09T00:00:00Z,1997-06-12T00:00:00Z
Talbot,William Henry Fox Talbot,male,1800-02-11T00:00:00Z,1877-09-17T00:00:00Z
Lincoln,Abraham Lincoln,male,1809-02-12T00:00:00Z,1865-04-15T00:00:00Z
Ellington,Duke Ellington,male,1899-04-29T00:00:00Z,1974-05-24T00:00:00Z
Novikov,Aleksey Novikov,male,1916-11-07T00:00:00Z,1986-10-23T00:00:00Z
Prokof'ev,Vladimir Prokofiev,male,1898-01-01T00:00:00Z,1993-01-01T00:00:00Z
Beadell,Len Beadell,male,1923-04-21T00:00:00Z,1995-05-12T00:00:00Z
Randi,James Randi,male,1928-08-07T00:00:00Z,2020-10-20T00:00:00Z
Babcock,Horace W. Babcock,male,1912-09-13T00:00:00Z,2003-08-29T00:00:00Z
Babcock,Harold Delos Babcock,male,1882-01-24T00:00:00Z,1968-04-08T00:00:00Z
Ostro,Steven J. Ostro,male,1946-03-09T00:00:00Z,2008-12-15T00:00:00Z
Dzhanibekov,Vladimir Dzhanibekov,male,1942-05-13T00:00:00Z,
Wangshouguan,Shouguan Wang,male,1923-01-15T00:00:00Z,2021-01-28T00:00:00Z
McNaught,Robert H. McNaught,male,1956-01-01T00:00:00Z,
Netto,Edgar Rangel Netto,male,2000-01-01T00:00:00Z,
Yoshitsune,Minamoto no Yoshitsune,male,1159-01-01T00:00:00Z,1189-06-15T00:00:00Z
Beruti,Arturo Berutti,male,1858-03-14T00:00:00Z,1938-01-03T00:00:00Z
Morgan,William Wilson Morgan,male,1906-01-03T00:00:00Z,1994-06-21T00:00:00Z
Ahnert,Paul Oswald Ahnert,male,1897-11-22T00:00:00Z,1989-02-27T00:00:00Z
Franzkaiser,Franz Kaiser,male,1891-04-25T00:00:00Z,1962-03-13T00:00:00Z
Raab,Herbert Raab,male,1969-01-24T00:00:00Z,
Clintford,Clinton B. Ford,male,1913-03-01T00:00:00Z,1992-09-23T00:00:00Z
Manuilova,Olga Manuilova,female,1893-10-17T00:00:00Z,1984-01-26T00:00:00Z
Jekabsons,Peter Jekabsons,male,1943-01-01T00:00:00Z,1990-01-01T00:00:00Z
A'Hearn,Michael A'Hearn,male,1940-11-17T00:00:00Z,2017-05-29T00:00:00Z
Elliot,James L. Elliot,male,1943-06-17T00:00:00Z,2011-03-03T00:00:00Z
Fedchenko,Alexei Fedchenko,male,1844-02-07T00:00:00Z,1873-09-03T00:00:00Z
Fedchenko,Olga Fedchenko,female,1845-10-30T00:00:00Z,1921-04-24T00:00:00Z
Fedchenko,Boris Fedtschenko,male,1872-12-27T00:00:00Z,1947-09-29T00:00:00Z
Maklaj,Nicholas Miklouho-Maclay,male,1846-07-05T00:00:00Z,1888-04-02T00:00:00Z
Weissman,Paul Robert Weissman,male,1947-01-01T00:00:00Z,
Graff,Gareth V. Williams,male,1965-01-01T00:00:00Z,
Lindgren,Astrid Lindgren,female,1907-11-14T00:00:00Z,2002-01-28T00:00:00Z
Boksenberg,Alexander Boksenberg,male,1936-03-18T00:00:00Z,
Spinrad,Hyron Spinrad,male,1934-02-17T00:00:00Z,2015-12-07T00:00:00Z
Buchwald,Vagn Fabritius Buchwald,male,1929-06-23T00:00:00Z,2025-04-22T00:00:00Z
Lupishko,Dmitrij Lupishko,male,1942-02-15T00:00:00Z,
Agricola,Georgius Agricola,male,1494-03-24T00:00:00Z,1555-11-21T00:00:00Z
Makarenko,Anton Makarenko,male,1888-03-13T00:00:00Z,1939-04-01T00:00:00Z
Harrington,Robert Sutton Harrington,male,1942-10-21T00:00:00Z,1993-01-23T00:00:00Z
Komaki,Kōjirō Komaki,male,1903-01-30T00:00:00Z,1969-05-03T00:00:00Z
Murayama,Sadao Murayama,male,1924-04-09T00:00:00Z,2013-08-13T00:00:00Z
Liller,William Liller,male,1927-04-01T00:00:00Z,2021-02-28T00:00:00Z
Forsius,Sigfridus Aronus Forsius,male,1569-01-01T00:00:00Z,1624-01-01T00:00:00Z
Hoag,Arthur Hoag,male,1921-01-28T00:00:00Z,1999-07-17T00:00:00Z
Plinius,Pliny the Elder,male,0020-01-01T00:00:00Z,0079-01-01T00:00:00Z
Plinius,Pliny the Younger,male,0061-01-01T00:00:00Z,0113-01-01T00:00:00Z
Hasegawa,Ichiro Hasegawa,male,1928-01-23T00:00:00Z,2016-05-01T00:00:00Z
Pire,Dominique Pire,male,1910-02-10T00:00:00Z,1969-01-30T00:00:00Z
Vampilov,Alexander Vampilov,male,1937-08-19T00:00:00Z,1972-08-17T00:00:00Z
Mila,Lyudmila Pakhomova,female,1946-12-31T00:00:00Z,1986-05-17T00:00:00Z
Krisbarons,Krišjānis Barons,male,1835-10-19T00:00:00Z,1923-03-08T00:00:00Z
Hergiani,Mikhail Khergiani,male,1935-03-20T00:00:00Z,1969-07-04T00:00:00Z
Melchior,Paul Melchior,male,1925-09-30T00:00:00Z,2004-09-15T00:00:00Z
Strand,Kaj Aage Gunnar Strand,male,1907-02-27T00:00:00Z,2000-10-31T00:00:00Z
Timresovia,Nikolay Timofeev-Ressovsky,male,1900-09-07T00:00:00Z,1981-03-28T00:00:00Z
Yeshuhua,Ye Shuhua,female,1927-01-01T00:00:00Z,
Petronius,Petronius,male,0027-01-01T00:00:00Z,0066-01-01T00:00:00Z
Jensch,Alfred Jensch,male,1912-06-19T00:00:00Z,2001-10-06T00:00:00Z
Bidstrup,Herluf Bidstrup,male,1912-09-10T00:00:00Z,1988-12-26T00:00:00Z
Farinella,Paolo Farinella,male,1953-01-13T00:00:00Z,2000-03-25T00:00:00Z
Eratosthenes,Eratosthenes,male,0276-01-01T00:00:00Z,0194-01-01T00:00:00Z
Johnny,Johnny Carson,male,1925-10-23T00:00:00Z,2005-01-23T00:00:00Z
Bus,Schelte J. Bus,male,1956-12-18T00:00:00Z,
Tholen,David J. Tholen,male,1955-07-31T00:00:00Z,
Daguerre,Louis Daguerre,male,1787-11-18T00:00:00Z,1851-07-10T00:00:00Z
Brownlee,Donald E. Brownlee,male,1943-12-21T00:00:00Z,
Vizbor,Yuri Vizbor,male,1934-06-20T00:00:00Z,1984-09-17T00:00:00Z
Tvardovskij,Aleksandr Tvardovsky,male,1910-06-08T00:00:00Z,1971-12-18T00:00:00Z
Fletcher,Fletcher Christian,male,1764-09-25T00:00:00Z,1793-09-20T00:00:00Z
Glo,Eleanor F. Helin,female,1932-11-19T00:00:00Z,2009-01-25T00:00:00Z
De Sanctis,Giovanni de Sanctis,male,1949-01-01T00:00:00Z,
Vibert-Douglas,Alice Vibert Douglas,female,1894-12-15T00:00:00Z,1988-07-02T00:00:00Z
Tillandz,Elias Tillandz,male,1640-01-01T00:00:00Z,1693-02-18T00:00:00Z
Drukar,Ivan Fyodorov,male,1510-01-01T00:00:00Z,1583-12-05T00:00:00Z
Oberndorfer,Hans Oberndorfer,male,1925-07-25T00:00:00Z,2006-03-10T00:00:00Z
Aaronson,Marc Aaronson,male,1950-08-24T00:00:00Z,1987-04-30T00:00:00Z
Behounek,František Běhounek,male,1898-10-27T00:00:00Z,1973-01-01T00:00:00Z
Gretry,André Grétry,male,1741-02-08T00:00:00Z,1813-09-24T00:00:00Z
Maupertuis,Pierre-Louis Moreau de Maupertuis,male,1698-09-28T00:00:00Z,1759-07-27T00:00:00Z
Spencer Jones,Harold Spencer Jones,male,1890-03-29T00:00:00Z,1960-11-03T00:00:00Z
Skorina,Francysk Skaryna,male,1486-03-06T00:00:00Z,1541-01-01T00:00:00Z
Niebuhr,Reinhold Niebuhr,male,1892-06-21T00:00:00Z,1971-06-01T00:00:00Z
Olmstead,C. Michelle Olmstead,female,1969-05-21T00:00:00Z,
Seleucus,Seleucus I Nicator,male,0358-01-01T00:00:00Z,0281-01-01T00:00:00Z
Mitani,Tetsuyasu Mitani,male,1927-01-01T00:00:00Z,2004-08-09T00:00:00Z
Hall,John Scoville Hall,male,1908-06-20T00:00:00Z,1991-10-15T00:00:00Z
Jansje,Jansje Verveer,female,1916-01-01T00:00:00Z,2011-09-07T00:00:00Z
Schliemann,Heinrich Schliemann,male,1822-01-06T00:00:00Z,1890-12-26T00:00:00Z
Merta,František Merta,male,1872-10-04T00:00:00Z,1953-03-25T00:00:00Z
Pearce,Joseph Algernon Pearce,male,1893-02-07T00:00:00Z,1988-09-08T00:00:00Z
Ceadams,Charles Edward Adams,male,1870-10-01T00:00:00Z,1945-10-31T00:00:00Z
Byron,Lord Byron,male,1788-01-22T00:00:00Z,1824-04-19T00:00:00Z
Ferreri,Walter Ferreri,male,1948-01-01T00:00:00Z,
Patsy,Patricia Tombaugh,female,1912-11-07T00:00:00Z,2012-01-12T00:00:00Z
Podobed,Vladimir Podobed,male,1918-11-06T00:00:00Z,1992-01-10T00:00:00Z
Pedersen,Holger Pedersen,male,1946-11-03T00:00:00Z,
Mendel,Gregor Mendel,male,1822-07-20T00:00:00Z,1884-01-06T00:00:00Z
Beals,Carlyle Smith Beals,male,1899-06-29T00:00:00Z,1979-07-02T00:00:00Z
Chant,Clarence Chant,male,1865-05-31T00:00:00Z,1956-11-18T00:00:00Z
Herzberg,Gerhard Herzberg,male,1904-12-25T00:00:00Z,1999-03-03T00:00:00Z
Blixen,Karen Blixen,female,1885-04-17T00:00:00Z,1962-09-07T00:00:00Z
Dasha,Dasha from Sevastopol,female,1836-11-01T00:00:00Z,1892-01-01T00:00:00Z
Lidiya,Lydia Zvereva,female,1890-01-01T00:00:00Z,1916-05-02T00:00:00Z
Turgenev,Ivan Turgenev,male,1818-10-28T00:00:00Z,1883-08-22T00:00:00Z
Avsyuk,Yury Avsyuk,male,1934-07-29T00:00:00Z,2017-06-25T00:00:00Z
Campins,Humberto Campins,male,1954-11-09T00:00:00Z,
Golay,Marcel Golay,male,1927-09-06T00:00:00Z,2015-04-09T00:00:00Z
Raksha,Yury Raksha,male,1937-12-02T00:00:00Z,1980-09-01T00:00:00Z
Grygar,Jiří Grygar,male,1936-03-17T00:00:00Z,
Richter,Nikolaus Benjamin Richter,male,1910-02-05T00:00:00Z,1980-11-26T00:00:00Z
Treshnikov,Alexey Tryoshnikov,male,1914-04-01T00:00:00Z,1991-11-18T00:00:00Z
Hartmann,William Kenneth Hartmann,male,1939-06-06T00:00:00Z,
Tarkovskij,Andrei Tarkovsky,male,1932-04-04T00:00:00Z,1986-12-29T00:00:00Z
Gerla,Gertrude Lawrence,female,1898-07-04T00:00:00Z,1952-09-06T00:00:00Z
Konstantin,Konstantin Kalinin,male,1887-01-24T00:00:00Z,1938-10-22T00:00:00Z
Pokryshkin,Alexander Pokryshkin,male,1913-03-06T00:00:00Z,1985-11-13T00:00:00Z
Scobee,Dick Scobee,male,1939-05-19T00:00:00Z,1986-01-28T00:00:00Z
Smith,Michael J. Smith,male,1945-04-30T00:00:00Z,1986-01-28T00:00:00Z
Jarvis,Gregory Jarvis,male,1944-08-24T00:00:00Z,1986-01-28T00:00:00Z
McNair,Ronald McNair,male,1950-10-21T00:00:00Z,1986-01-28T00:00:00Z
Onizuka,Ellison Onizuka,male,1946-06-24T00:00:00Z,1986-01-28T00:00:00Z
Resnik,Judith Resnik,female,1949-04-05T00:00:00Z,1986-01-28T00:00:00Z
Tolstikov,Yevgeny Tolstikov,male,1913-02-09T00:00:00Z,1987-12-03T00:00:00Z
Anikushin,Mikhail Anikushin,male,1917-09-19T00:00:00Z,1997-05-18T00:00:00Z
Khufu,Khufu,male,2700-01-01T00:00:00Z,2566-01-01T00:00:00Z
Bowen,Ira S. Bowen,male,1898-12-21T00:00:00Z,1973-02-06T00:00:00Z
Zdenka,Zdeňka Vávrová,female,1945-01-01T00:00:00Z,
Godel,Kurt Gödel,male,1906-04-28T00:00:00Z,1978-01-14T00:00:00Z
Freuchen,Peter Freuchen,male,1886-02-20T00:00:00Z,1957-09-02T00:00:00Z
Kohsai,Hiroki Kosai,male,1933-02-08T00:00:00Z,
Giacconi,Riccardo Giacconi,male,1931-10-06T00:00:00Z,2018-12-09T00:00:00Z
Armandhammer,Armand Hammer,male,1898-05-21T00:00:00Z,1990-12-10T00:00:00Z
Lodewijk,Lodewijk Woltjer,male,1930-04-26T00:00:00Z,2019-08-25T00:00:00Z
Mikkola,Seppo Mikkola,male,1947-01-01T00:00:00Z,
Koyama,Hisako Koyama,female,1916-01-01T00:00:00Z,1997-04-06T00:00:00Z
Tsanghinchi,Tsang Hin-chi,male,1934-02-02T00:00:00Z,2019-09-20T00:00:00Z
Stur,Ľudovít Štúr,male,1815-10-28T00:00:00Z,1856-01-12T00:00:00Z
Banno,Yoshiaki Banno,male,1952-01-01T00:00:00Z,1991-01-01T00:00:00Z
Stattmayer,Peter Stättmayer,male,1945-11-03T00:00:00Z,2018-10-18T00:00:00Z
Kobzon,Joseph Kobzon,male,1937-09-11T00:00:00Z,2018-08-30T00:00:00Z
Wisdom,Jack Wisdom,male,1953-01-28T00:00:00Z,
Hinderer,Fritz Hinderer,male,1912-09-24T00:00:00Z,1991-08-22T00:00:00Z
Daiwensai,Dai Wensai,male,1911-12-19T00:00:00Z,1979-04-30T00:00:00Z
Shalamov,Varlam Shalamov,male,1907-06-05T00:00:00Z,1982-01-17T00:00:00Z
Abramov,Fyodor Abramov,male,1920-02-29T00:00:00Z,1983-05-14T00:00:00Z
Vereshchagin,Vasily Vereshchagin,male,1842-10-14T00:00:00Z,1904-03-31T00:00:00Z
Kafka,Franz Kafka,male,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z
Champollion,Jean-François Champollion,male,1790-12-23T00:00:00Z,1832-03-04T00:00:00Z
Guth,Vladimír Guth,male,1905-02-03T00:00:00Z,1980-06-24T00:00:00Z
Standish,E. Myles Standish,male,1939-03-05T00:00:00Z,
Yangchenning,Chen-ning Yang,male,1922-10-01T00:00:00Z,
Nusl,František Nušl,male,1867-12-03T00:00:00Z,1951-09-17T00:00:00Z
Hurukawa,Kiichirō Furukawa,male,1929-07-22T00:00:00Z,2016-06-29T00:00:00Z
Seki,Tsutomu Seki,male,1930-11-03T00:00:00Z,
Szentmartoni,Béla Szentmártoni,male,1931-02-06T00:00:00Z,1988-05-28T00:00:00Z
Roberts,Walter Orr Roberts,male,1915-08-20T00:00:00Z,1990-03-12T00:00:00Z
Bradfield,William A. Bradfield,male,1927-06-20T00:00:00Z,2014-06-09T00:00:00Z
Nakano,Syuichi Nakano,male,1947-09-11T00:00:00Z,
Fehrenbach,Charles Fehrenbach,male,1914-04-29T00:00:00Z,2008-01-09T00:00:00Z
Hurless,Carolyn Hurless,female,1934-11-23T00:00:00Z,1987-02-13T00:00:00Z
Kapitsa,Pyotr Kapitsa,male,1894-06-26T00:00:00Z,1984-04-08T00:00:00Z
Stampfer,Simon von Stampfer,male,1790-10-26T00:00:00Z,1864-11-10T00:00:00Z
Yashin,Lev Yashin,male,1929-10-21T00:00:00Z,1990-03-20T00:00:00Z
Leetsungdao,Tsung-Dao Lee,male,1926-11-24T00:00:00Z,2024-08-04T00:00:00Z
Combes,Michel-Alain Combes,male,1942-03-18T00:00:00Z,
Narbut,Heorhii Narbut,male,1886-03-09T00:00:00Z,1920-05-23T00:00:00Z
Abell,George O. Abell,male,1927-03-01T00:00:00Z,1983-10-07T00:00:00Z
Dostoevsky,Fyodor Dostoyevsky,male,1821-10-30T00:00:00Z,1881-01-28T00:00:00Z
Etiennemarey,Étienne-Jules Marey,male,1830-03-05T00:00:00Z,1904-05-15T00:00:00Z
Arnenordheim,Arne Nordheim,male,1931-06-20T00:00:00Z,2010-06-05T00:00:00Z
Boduognat,Boduognatus,male,,0157-01-01T00:00:00Z
Mandelshtam,Osip Mandelstam,male,1891-01-02T00:00:00Z,1938-12-27T00:00:00Z
Kaokuen,Charles K. Kao,male,1933-11-04T00:00:00Z,2018-09-23T00:00:00Z
Bernheim,"Robert Burnham, Jr.",male,1931-06-16T00:00:00Z,1993-03-20T00:00:00Z
Bulgakov,Mikhail Bulgakov,male,1891-05-03T00:00:00Z,1940-03-10T00:00:00Z
Amelin,Valentin Mikhajlovich Amelin,,1930-01-01T00:00:00Z,1989-01-01T00:00:00Z
Fichte,Hubert Fichte,male,1935-03-21T00:00:00Z,1986-03-08T00:00:00Z
Malaparte,Curzio Malaparte,male,1898-06-09T00:00:00Z,1957-07-19T00:00:00Z
Svetlov,Mikhail Svetlov,male,1903-06-04T00:00:00Z,1964-09-28T00:00:00Z
Neugebauer,Otto E. Neugebauer,male,1899-05-26T00:00:00Z,1990-02-19T00:00:00Z
Neugebauer,Marcia Neugebauer,female,1932-09-27T00:00:00Z,
Neugebauer,Gerald Neugebauer,male,1932-09-03T00:00:00Z,2014-09-26T00:00:00Z
Barucci,Maria Antonietta Barucci,female,2000-01-01T00:00:00Z,
Fulchignoni,Marcello Fulchignoni,male,1943-01-01T00:00:00Z,
Edgeworth,Kenneth Edgeworth,male,1880-02-26T00:00:00Z,1972-10-10T00:00:00Z
Brahic,André Brahic,male,1942-11-30T00:00:00Z,2016-05-15T00:00:00Z
Solc,Ivan Šolc,male,1927-05-20T00:00:00Z,2013-05-13T00:00:00Z
Fridolin,Fridolin of Säckingen,male,0401-01-01T00:00:00Z,0538-01-01T00:00:00Z
Stepanov,Vladimir Stepanov,male,1913-12-01T00:00:00Z,1986-08-26T00:00:00Z
Innanen,Kimmo Innanen,male,1937-03-12T00:00:00Z,2011-08-03T00:00:00Z
Belton,Michael J.S. Belton,male,1934-09-29T00:00:00Z,2018-06-04T00:00:00Z
Kobayashi,Takao Kobayashi,male,1961-01-01T00:00:00Z,
