"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20018303," 18303 (1980 PU)",18303,,,N,N,1,14.59,,,,,,,,,,2.72627,,,,,,,,,"JPL 57",2460800.5,60800,2025-05-05.0,J2000,0.2066,2.191,1.738,4.27,222.76,57.03,309.23,2.64,0.3039,2460967.53,2025-10-19.0,1.18e+03,3.24,0.727,283,2.49,3.64,7.7e-10,6.5e-10,1.8e-09,7.5e-08,6.0e-07,7.2e-07,3.0e-07,7.9e-10,1.4e-10,1.0e-06,5.3e-07,MBA,"Otto Matic",16317,1980-08-04,2025-04-07,3127,,,0,.49814,,,,,,,,,
20018527," 18527 (1996 VJ30)",18527,,,N,N,1,14.01,,,,,,,3.348,,0.572,3.3529,,,,,,,,0.48,"JPL 59",2460800.5,60800,2025-05-05.0,J2000,0.1435,2.399,2.055,5.46,243.37,104.48,293.02,2.74,0.2652,2461053.05,2026-01-12.5,1.36e+03,3.72,1.06,411,2.67,3.51,6.1e-10,6.8e-10,1.7e-09,5.2e-08,4.7e-07,5.0e-07,3.0e-07,7.8e-10,1.1e-10,1.2e-06,5.8e-07,MBA,"Otto Matic",26648,1951-08-10,2024-07-25,3653,,,0,.44104,,,,,,,,,
20018890," 18890 (2000 EV26)",18890,,,N,N,1,14.78,,,,,,,2.144,,0.668,3.8216,,,,,,,,0.20,"JPL 58",2460800.5,60800,2025-05-05.0,J2000,0.0740,1.917,1.775,22.98,184.36,265.93,256.73,2.06,0.3714,2461078.60,2026-02-07.0,969,2.65,0.873,340,3.06,3.83,8.6e-10,3.6e-10,1.9e-09,4.6e-08,1.1e-07,4.3e-07,6.5e-07,3.9e-10,1.0e-10,1.8e-06,2.7e-07,IMB,"Otto Matic",14850,1984-03-07,2024-11-02,3443,,,0,.43769,,,,,,,,,
20019281," 19281 (1996 AP3)",19281,,,N,N,1,13.72,,,,,,,4.506,,0.316,2.37256,,,,,,,,0.24,"JPL 62",2460800.5,60800,2025-05-05.0,J2000,0.1934,2.288,1.845,6.83,273.27,66.20,268.27,2.73,0.2849,2461122.53,2026-03-23.0,1.26e+03,3.46,0.848,330,2.67,3.57,4.6e-10,4.0e-10,9.1e-10,3.8e-08,2.4e-07,3.4e-07,3.4e-07,4.7e-10,7.4e-11,1.3e-06,3.3e-07,MBA,"Otto Matic",13274,1988-12-01,2025-04-05,4217,,,0,.42122,,,,,,,,,
20020325," 20325 Julianoey (1998 HO27)",20325,Julianoey,,N,N,1,13.35,,,,,,,4.942,,0.416,3.24474,,,,,,,,0.22,"JPL 51",2460800.5,60800,2025-05-05.0,J2000,0.0761,2.379,2.198,6.10,98.14,256.87,11.41,2.56,0.2687,2460758.03,2025-03-23.5,1.34e+03,3.67,1.2,468,2.73,3.53,5.1e-10,4.6e-10,1.1e-09,3.0e-08,2.7e-07,3.9e-07,3.5e-07,5.0e-10,7.9e-11,1.3e-06,3.9e-07,MBA,"Otto Matic",25748,1954-05-28,2024-11-24,4532,,,0,.43617,,,,,,,,,
20020882," 20882 Paulsanchez (2000 VH57)",20882,Paulsanchez,,N,N,1,14.53,,,,,,,,,,2.5586,,,,,,,,,"JPL 43",2460800.5,60800,2025-05-05.0,J2000,0.2468,2.364,1.780,2.38,13.65,358.09,295.76,2.95,0.2712,2461037.39,2025-12-27.8,1.33e+03,3.63,0.78,304,2.51,3.51,7.5e-10,5.3e-10,1.6e-09,4.7e-08,1.2e-06,1.3e-06,2.4e-07,6.6e-10,9.1e-11,9.6e-07,4.4e-07,MBA,"Otto Matic",27229,1949-11-21,2024-06-09,2848,,,0,.50981,,,,,,,,,
20021436," 21436 Chaoyichi (1998 FL116)",21436,Chaoyichi,,N,N,1,15.52,,,,,,,1.953,,0.222,2.8655,,,,,,,,0.26,"JPL 48",2460800.5,60800,2025-05-05.0,J2000,0.0848,2.187,2.001,3.73,320.24,178.96,181.88,2.37,0.3048,2461384.83,2026-12-10.3,1.18e+03,3.23,1.01,395,2.64,3.67,2.1e-09,1.1e-09,4.6e-09,9.7e-08,7.8e-07,1.1e-06,1.2e-06,1.2e-09,2.3e-10,4.3e-06,9.0e-07,MBA,"Otto Matic",12730,1989-08-30,2024-07-07,2636,,,0,.49414,,,,,,,,,
20021527," 21527 Horton (1998 MV27)",21527,Horton,,N,N,1,13.44,,,,,,,4.988,,0.340,,,,,,,,,0.35,"JPL 60",2460800.5,60800,2025-05-05.0,J2000,0.1847,2.578,2.102,12.71,286.33,47.64,138.60,3.05,0.2381,2460218.44,2023-09-30.9,1.51e+03,4.14,1.11,433,2.33,3.37,6.7e-10,3.5e-10,1.9e-09,3.1e-08,1.7e-07,2.2e-07,1.5e-07,4.1e-10,4.8e-11,5.6e-07,3.1e-07,MBA,"Otto Matic",27115,1951-01-04,2025-03-31,4001,,,0,.46007,,,,,,,,,
20022569," 22569 (1998 HK36)",22569,,,N,N,1,14.49,,,,,,,,,,,,,,,,,,,"JPL 52",2460800.5,60800,2025-05-05.0,J2000,0.2071,2.286,1.812,4.03,49.90,287.79,178.41,2.76,0.2852,2460174.96,2023-08-18.4,1.26e+03,3.46,0.808,315,2.62,3.57,8.6e-10,5.6e-10,2.3e-09,2.3e-08,3.8e-07,4.0e-07,3.9e-07,6.8e-10,1.1e-10,1.1e-06,4.7e-07,MBA,"Otto Matic",17023,1978-08-22,2025-03-31,3904,,,0,.53476,,,,,,,,,
20022899," 22899 Alconrad (1999 TO14)",22899,Alconrad,,N,N,1,13.90,,,,,,,5.682,,0.181,4.03,,,,,,,,0.47,"JPL 78",2460800.5,60800,2025-05-05.0,J2000,0.0856,2.843,2.599,2.88,135.89,219.18,157.56,3.09,0.2056,2460034.27,2023-03-30.7,1.75e+03,4.79,1.59,621,2.29,3.3,6.2e-10,9.1e-10,1.8e-09,4.2e-08,9.3e-07,1.1e-06,4.0e-07,9.9e-10,9.9e-11,1.9e-06,8.4e-07,MBA,"Otto Matic",11108,1994-10-09,2025-03-08,3695,,,0,.53016,,,,,,,,,
20023621," 23621 (1996 PA)",23621,,,N,N,1,15.67,,,,,,,,,,2.6649,,,,,,,,,"JPL 39",2460800.5,60800,2025-05-05.0,J2000,0.2991,1.904,1.335,19.35,143.73,153.35,350.83,2.47,0.3751,2460824.96,2025-05-29.4,960,2.63,0.34,132,2.83,3.82,7.9e-10,9.7e-10,1.5e-09,9.5e-08,1.7e-07,2.5e-07,8.1e-07,1.3e-09,2.9e-10,2.2e-06,7.3e-07,MCA,"Otto Matic",14753,1983-09-14,2024-02-04,2243,,,0,.51405,,,,,,,,,
20024106," 24106 (1999 VA12)",24106,,,N,N,1,14.94,,,,,,,,,,4.1856,,,,,,,,,"JPL 53",2460800.5,60800,2025-05-05.0,J2000,0.2154,2.32,1.820,6.36,261.36,92.01,107.74,2.82,0.2789,2460414.26,2024-04-13.7,1.29e+03,3.53,0.828,322,2.66,3.54,8.6e-10,1.4e-09,1.7e-09,7.5e-08,3.1e-07,5.6e-07,9.7e-07,1.7e-09,2.5e-10,3.2e-06,1.2e-06,MBA,"Otto Matic",11791,1992-11-18,2025-03-01,3126,,,0,.47299,,,,,,,,,
20024465," 24465 (2000 SX155)",24465,,,N,N,1,15.05,,,,,,,,,,2.66087,,,,,,,,,"JPL 46",2460800.5,60800,2025-05-05.0,J2000,0.0852,1.925,1.762,21.64,35.48,1.64,66.75,2.09,0.3689,2460619.55,2024-11-05.0,976,2.67,0.768,299,3.2,3.83,5.7e-10,2.2e-10,1.0e-09,5.0e-08,9.1e-08,2.9e-07,3.2e-07,2.4e-10,6.4e-11,8.5e-07,1.7e-07,IMB,"Otto Matic",14748,1984-10-30,2025-03-17,3383,,,0,.44779,,,,,,,,,
20024495," 24495 Degroff (2001 AV1)",24495,Degroff,,N,N,1,15.06,,,,,,,,,,24.083,,,,,,,,,"JPL 45",2460800.5,60800,2025-05-05.0,J2000,0.3614,2.17,1.386,29.75,75.29,133.04,179.31,2.95,0.3083,2460218.86,2023-10-01.3,1.17e+03,3.2,0.459,179,2.28,3.44,1.6e-09,1.1e-09,4.1e-09,1.5e-07,1.8e-07,2.7e-07,7.6e-07,1.5e-09,2.3e-10,2.0e-06,8.9e-07,MCA,"Otto Matic",26213,1953-02-14,2024-11-21,2709,,,0,.41416,,,,,,,,,
20025015," 25015 Lairdclose (1998 QN2)",25015,Lairdclose,,N,N,1,14.83,,,,,,,2.899,,0.365,4.4011,,,,,,,,0.35,"JPL 55",2460800.5,60800,2025-05-05.0,J2000,0.1979,2.228,1.787,5.76,265.67,41.32,23.81,2.67,0.2963,2460720.15,2025-02-13.6,1.21e+03,3.33,0.777,302,2.57,3.61,1.2e-09,7.3e-10,2.8e-09,3.2e-08,5.8e-07,5.8e-07,3.2e-07,8.8e-10,1.5e-10,1.0e-06,6.0e-07,MBA,"Otto Matic",20457,1968-07-25,2024-07-28,3086,,,0,.51677,,,,,,,,,
20025021," 25021 Nischaykumar (1998 QV17)",25021,Nischaykumar,,N,N,1,15.90,,,,,,,2.151,,0.167,2.5344,,,,,,,,0.52,"JPL 34",2460800.5,60800,2025-05-05.0,J2000,0.1019,2.317,2.081,3.78,188.51,108.93,229.60,2.55,0.2794,2461267.21,2026-08-14.7,1.29e+03,3.53,1.07,416,2.59,3.57,1.6e-09,1.1e-09,3.6e-09,5.0e-08,1.2e-06,1.5e-06,5.8e-07,1.2e-09,2.0e-10,2.1e-06,9.2e-07,MBA,"Otto Matic",17344,1977-09-09,2025-03-05,1907,,,0,.63232,,,,,,,,,
20026074," 26074 Carlwirtz (1977 TD)",26074,Carlwirtz,,N,N,1,15.04,,,,,,,,,,2.5493,,,,,,,,,"JPL 45",2460800.5,60800,2025-05-05.0,J2000,0.0888,1.811,1.650,31.61,102.77,73.38,8.20,1.97,0.4044,2460780.21,2025-04-14.7,890,2.44,0.753,293,3.26,3.87,4.4e-10,2.2e-10,6.9e-10,5.6e-08,9.7e-08,4.0e-07,3.8e-07,2.4e-10,7.5e-11,9.4e-07,1.6e-07,MCA,"Otto Matic",17345,1977-10-08,2025-04-04,3110,,,0,.41045,,,,,,,,,
20026308," 26308 (1998 SM165)",26308,,,N,N,1,5.77,,,,,,,,,,7.98,,,,,,,,,"JPL 25",2460800.5,60800,2025-05-05.0,J2000,0.3705,47.98,30.202,13.48,183.08,132.03,54.42,65.76,0.002966,2442450.45,1975-02-06.9,1.21e+05,332,29.2,1.14e+04,25.2,5.59,7.0e-06,1.0e-03,3.2e-04,2.6e-05,8.4e-05,1.8e-03,2.3e-03,1.4e-03,9.4e-08,2.0e-01,3.8e+00,TNO,"Otto Matic",15382,1982-10-12,2024-11-22,378,,,2,.59076,,,,,,,,,
20026416," 26416 (1999 XM84)",26416,,,N,N,1,14.47,,,,,,,,,,2.907,,,,,,,,,"JPL 52",2460800.5,60800,2025-05-05.0,J2000,0.0502,2.343,2.225,4.53,262.98,285.70,303.82,2.46,0.2749,2461004.87,2025-11-25.3,1.31e+03,3.59,1.23,479,2.52,3.56,6.9e-10,5.9e-10,1.8e-09,5.7e-08,7.3e-07,1.0e-06,9.4e-07,6.2e-10,1.0e-10,3.5e-06,4.9e-07,MBA,"Otto Matic",11225,1994-07-08,2025-04-01,3339,,,0,.47645,,,,,,,,,
20026420," 26420 (1999 XL103)",26420,,,N,N,1,15.87,,,,,,,,,,3.2,,,,,,,,,"JPL 42",2460800.5,60800,2025-05-05.0,J2000,0.1064,2.197,1.964,4.72,72.93,261.07,43.72,2.43,0.3026,2460656.01,2024-12-11.5,1.19e+03,3.26,0.96,374,2.85,3.66,1.8e-09,1.1e-09,4.8e-09,7.9e-08,6.5e-07,1.4e-06,9.1e-07,1.2e-09,2.2e-10,3.0e-06,8.6e-07,MBA,"Otto Matic",10023,1997-03-04,2024-08-12,2134,,,0,.54798,,,,,,,,,
20026471," 26471 Tracybecker (2000 AS152)",26471,Tracybecker,,N,N,1,13.40,,,,,,,4.987,,0.343,2.68679,,,,,,,,0.73,"JPL 54",2460800.5,60800,2025-05-05.0,J2000,0.1542,1.918,1.622,19.69,268.68,58.84,330.47,2.21,0.371,2460880.09,2025-07-23.5,970,2.66,0.67,261,3.08,3.84,6.8e-10,3.1e-10,1.5e-09,3.1e-08,1.1e-07,1.5e-07,2.4e-07,3.5e-10,8.9e-11,6.7e-07,2.3e-07,MCA,"Otto Matic",10915,1995-04-22,2025-03-10,4250,,,0,.37965,,,,,,,,,
20027568," 27568 (2000 PT6)",27568,,,N,N,1,14.79,,,,,,,1.816,,0.931,3.4885,,,,,,,,0.42,"JPL 50",2460800.5,60800,2025-05-05.0,J2000,0.0277,1.963,1.909,22.25,174.00,77.64,63.20,2.02,0.3582,2460624.09,2024-11-09.5,1e+03,2.75,0.948,369,2.98,3.79,1.3e-09,4.6e-10,2.3e-09,4.4e-08,1.4e-07,9.3e-07,7.2e-07,4.7e-10,1.3e-10,2.0e-06,3.5e-07,IMB,"Otto Matic",12223,1991-01-20,2024-07-08,3199,,,0,.45586,,,,,,,,,
20027675," 27675 Paulmaley (1981 CH)",27675,Paulmaley,,N,N,1,13.60,,,,,,,5.089,,0.238,2.9661,,,,,,,,0.20,"JPL 48",2460800.5,60800,2025-05-05.0,J2000,0.1893,2.353,1.908,24.67,316.14,186.34,88.66,2.80,0.273,2460475.73,2024-06-14.2,1.32e+03,3.61,0.922,359,2.26,3.41,7.5e-10,7.1e-10,2.0e-09,4.8e-08,9.5e-08,2.5e-07,4.8e-07,8.5e-10,1.2e-10,1.6e-06,6.0e-07,MBA,"Otto Matic",16109,1981-02-02,2025-03-12,3530,,,0,.41381,,,,,,,,,
20031345," 31345 (1998 PG)",31345,,,Y,N,1,17.62,,,,,,,,,,2.5163,,,,,Sq,,,,"JPL 215",2460800.5,60800,2025-05-05.0,J2000,0.3915,2.015,1.226,6.50,222.68,156.20,99.76,2.80,0.3446,2460510.96,2024-07-19.4,1.04e+03,2.86,0.234,91,2.67,3.72,5.6e-09,8.4e-10,1.1e-08,8.9e-07,5.2e-06,5.9e-06,1.9e-06,1.2e-09,2.1e-10,5.4e-06,6.5e-07,AMO,"Otto Matic",16970,1978-10-07,2025-03-24,1645,,,0,.4755,,,,,,,,,
20031346," 31346 (1998 PB1)",31346,,,Y,N,1,17.16,,,,,,,,,,2.7358,,,,,Sq:,,,,"JPL 234",2460800.5,60800,2025-05-05.0,J2000,0.4297,2.031,1.158,5.96,299.70,350.55,96.49,2.90,0.3406,2460517.18,2024-07-25.6,1.06e+03,2.89,0.143,55.7,2.3,3.68,2.7e-08,1.2e-09,5.5e-08,3.1e-06,3.3e-05,3.3e-05,3.6e-06,1.8e-09,3.1e-10,1.0e-05,9.6e-07,AMO,"Otto Matic",9721,1998-07-14,2025-02-23,1032,,,0,.40952,,,,,,,,,
20031450," 31450 Stevepreston (1999 CU9)",31450,Stevepreston,,N,N,1,13.20,,,,,,,10.625,,0.052,3.4116,,,,,,,,0.19,"JPL 63",2460800.5,60800,2025-05-05.0,J2000,0.2665,2.393,1.755,10.74,323.88,18.70,220.47,3.03,0.2663,2461324.53,2026-10-11.0,1.35e+03,3.7,0.75,292,2.38,3.46,4.3e-10,4.0e-10,1.0e-09,1.8e-08,1.6e-07,1.7e-07,2.4e-07,5.0e-10,6.6e-11,1.0e-06,3.4e-07,MBA,"Otto Matic",20999,1967-10-09,2025-04-06,4604,,,0,.43152,,,,,,,,,
20032008," 32008 Adriangalad (2000 HM53)",32008,Adriangalad,,N,N,1,14.60,,,,,,,,,,3.0171,,,,,,,,,"JPL 50",2460800.5,60800,2025-05-05.0,J2000,0.1932,2.192,1.768,6.30,221.78,144.12,136.25,2.62,0.3038,2460351.96,2024-02-11.4,1.19e+03,3.24,0.771,300,2.86,3.64,1.2e-09,5.2e-10,3.0e-09,4.6e-08,1.8e-07,2.4e-07,2.8e-07,6.2e-10,1.1e-10,8.2e-07,4.2e-07,MBA,"Otto Matic",12203,1991-11-04,2025-04-02,3953,,,0,.49127,,,,,,,,,
20032039," 32039 (2000 JO23)",32039,,,N,N,1,14.73,,,,,,,,,,6.5969,,,,,,,,,"JPL 54",2460800.5,60800,2025-05-05.0,J2000,0.2816,2.225,1.598,6.51,303.74,353.57,145.85,2.85,0.297,2460309.40,2023-12-30.8,1.21e+03,3.32,0.583,227,2.37,3.58,1.0e-09,8.4e-10,2.5e-09,5.1e-08,3.0e-07,3.7e-07,4.3e-07,1.1e-09,1.7e-10,1.2e-06,6.8e-07,MCA,"Otto Matic",25715,1954-09-27,2025-02-21,3277,,,0,.50129,,,,,,,,,
20034706," 34706 (2001 OP83)",34706,,,N,N,1,14.96,,,,,,,,,,2.5946,,,,,,,,,"JPL 38",2460800.5,60800,2025-05-05.0,J2000,0.3814,2.254,1.394,8.68,66.41,42.11,250.88,3.11,0.2912,2461175.22,2026-05-14.7,1.24e+03,3.38,0.426,166,2.09,3.51,1.4e-09,1.2e-09,2.6e-09,7.0e-08,3.2e-07,5.3e-07,9.2e-07,1.7e-09,2.4e-10,3.5e-06,1.0e-06,MCA,"Otto Matic",22462,1961-12-14,2023-06-14,2334,,,0,.48151,,,,,,,,,
20035107," 35107 (1991 VH)",35107,,,Y,Y,1,16.89,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.04,"JPL 585",2460800.5,60800,2025-05-05.0,J2000,0.1442,1.137,0.973,13.91,139.33,206.94,263.10,1.30,0.8126,2460919.75,2025-09-01.2,443,1.21,0.0256,9.95,3.98,5.47,2.1e-09,9.1e-10,2.5e-09,1.9e-07,4.7e-07,1.5e-06,2.5e-06,1.0e-09,9.7e-10,3.2e-06,5.3e-07,APO,"Otto Matic",12255,1991-11-09,2025-05-29,4674,3,0,0,.35043,,,,4.1e-15,1.9e-15,,,,
20037424," 37424 (2001 YA3)",37424,,,N,N,1,13.36,,,,,,,5.928,,0.349,2.8251,,,,,,,,0.07,"JPL 52",2460800.5,60800,2025-05-05.0,J2000,0.1863,2.562,2.084,12.70,339.05,62.80,292.86,3.04,0.2404,2461079.81,2026-02-08.3,1.5e+03,4.1,1.12,437,2.55,3.38,5.3e-10,6.0e-10,1.3e-09,3.2e-08,1.2e-07,1.9e-07,2.3e-07,7.1e-10,8.4e-11,1.0e-06,5.2e-07,MBA,"Otto Matic",16063,1980-09-13,2024-09-05,3150,,,0,.43394,,,,,,,,,
20038079," 38079 (1999 HF)",38079,,,N,N,1,14.27,,,,,,,3.423,,0.287,16.675,,,,,,,,0.12,"JPL 51",2460800.5,60800,2025-05-05.0,J2000,0.1937,2.323,1.873,24.17,182.23,3.15,157.09,2.77,0.2784,2460236.33,2023-10-18.8,1.29e+03,3.54,0.875,341,2.18,3.44,2.6e-10,3.7e-10,5.0e-10,3.4e-08,1.3e-07,2.3e-07,2.0e-07,4.4e-10,6.7e-11,6.7e-07,3.1e-07,MBA,"Otto Matic",11340,1993-09-17,2024-10-04,3527,,,0,.4689,,,,,,,,,
20038628," 38628 Huya (2000 EB173)",38628,Huya,,N,N,1,4.80,,,,,,,,,,5.28,,,,,,,,,"JPL 50",2460800.5,60800,2025-05-05.0,J2000,0.2725,39.2,28.520,15.48,169.34,67.59,15.18,49.88,0.004016,2457021.35,2014-12-29.8,8.96e+04,245,27.5,1.07e+04,23.3,5.22,4.3e-06,2.7e-04,3.0e-05,3.1e-06,3.3e-05,2.2e-04,1.8e-04,3.4e-04,4.2e-08,2.9e-02,9.3e-01,TNO,"Otto Matic",10351,1996-04-09,2024-08-11,910,,,1,.42655,,,,,,,,,
20042355," 42355 Typhon (2002 CR46)",42355,Typhon,,N,N,1,7.63,,,,,,,192.000,,0.050,5.,,,,,,,,50.00,"JPL 39",2460800.5,60800,2025-05-05.0,J2000,0.5360,37.64,17.467,2.43,351.89,158.65,29.66,57.82,0.004267,2453850.70,2006-04-25.2,8.44e+04,231,16.5,6.41e+03,12.1,4.68,2.5e-06,2.2e-04,1.2e-05,7.8e-06,1.3e-04,1.8e-04,3.0e-04,3.4e-04,3.8e-08,7.4e-03,7.5e-01,TNO,"Otto Matic",12579,1989-12-28,2024-06-06,521,,,1,.47451,,,,,,,,,
20043008," 43008 (1999 UD31)",43008,,,N,N,1,15.78,,,,,,,,,,2.64138,,,,,,,,,"JPL 43",2460800.5,60800,2025-05-05.0,J2000,0.1885,2.349,1.906,1.97,126.22,204.15,70.95,2.79,0.2738,2460541.37,2024-08-18.8,1.31e+03,3.6,0.895,348,2.55,3.53,2.9e-09,3.3e-09,6.7e-09,1.1e-07,5.0e-06,5.1e-06,1.6e-06,4.0e-09,5.8e-10,5.3e-06,2.8e-06,MBA,"Otto Matic",10262,1996-12-12,2025-01-16,2022,,,0,.54641,,,,,,,,,
20044620," 44620 (1999 RS43)",44620,,,N,N,1,15.74,,,,,,,,,,3.1393,,,,,,,,,"JPL 44",2460800.5,60800,2025-05-05.0,J2000,0.1634,2.176,1.821,4.40,181.97,181.22,11.50,2.53,0.307,2460763.04,2025-03-28.5,1.17e+03,3.21,0.818,318,2.92,3.66,2.2e-09,9.2e-10,5.4e-09,6.7e-08,4.5e-07,7.5e-07,6.9e-07,1.1e-09,2.0e-10,2.2e-06,7.5e-07,MBA,"Otto Matic",9604,1998-04-21,2024-08-06,2075,,,0,.53239,,,,,,,,,
20046829," 46829 McMahon (1998 OS14)",46829,McMahon,,N,N,1,15.10,,,,,,,,,,2.6236,,,,,,,,,"JPL 49",2460800.5,60800,2025-05-05.0,J2000,0.1803,2.4,1.968,5.59,334.85,25.95,43.67,2.83,0.265,2460635.70,2024-11-21.2,1.36e+03,3.72,0.966,376,2.62,3.5,1.9e-09,1.9e-09,3.7e-09,9.1e-08,8.2e-07,8.3e-07,1.2e-06,2.3e-09,3.2e-10,4.4e-06,1.6e-06,MBA,"Otto Matic",13627,1987-09-23,2025-01-13,2293,,,0,.51685,,,,,,,,,
20047171," 47171 Lempo (1999 TC36)",47171,Lempo,,N,N,2,4.93,,,,,,,,,,6.21,,,,,,,,,"JPL 49",2460800.5,60800,2025-05-05.0,J2000,0.2308,39.76,30.587,8.40,97.17,295.75,13.84,48.94,0.003931,2457279.09,2015-09-13.5,9.16e+04,251,29.6,1.15e+04,25.7,5.45,6.0e-06,3.7e-04,4.6e-05,6.9e-06,7.3e-05,3.0e-04,2.3e-04,4.5e-04,5.4e-08,4.5e-02,1.3e+00,TNO,"Otto Matic",18504,1974-06-18,2025-02-14,1026,,,1,.40649,,,,,,,,,
20048470," 48470 (1991 TC2)",48470,,,N,N,1,14.96,,,,,,,,,,10.504,,,,,,,,,"JPL 45",2460800.5,60800,2025-05-05.0,J2000,0.1198,1.921,1.691,24.97,26.79,55.45,156.79,2.15,0.3701,2460376.87,2024-03-07.3,973,2.66,0.757,295,3.14,3.8,2.1e-09,1.0e-09,3.2e-09,6.3e-08,1.3e-07,3.4e-07,6.6e-07,1.1e-09,3.0e-10,1.5e-06,7.8e-07,IMB,"Otto Matic",12783,1990-02-28,2025-02-27,2602,,,0,.53716,,,,,,,,,
20048639," 48639 (1995 TL8)",48639,,,N,N,1,4.85,,,,,,,,,,,,,,,,,,,"JPL 24",2460800.5,60800,2025-05-05.0,J2000,0.2397,52.98,40.281,0.24,260.77,85.81,49.42,65.68,0.002556,2441464.09,1972-05-26.5,1.41e+05,386,39.3,1.53e+04,35.3,6.29,9.7e-06,1.1e-03,3.5e-04,2.7e-05,3.6e-03,4.4e-03,2.9e-03,1.4e-03,8.1e-08,5.5e-01,4.4e+00,TNO,"Otto Matic",10665,1995-10-15,2024-12-26,379,,,2,.48683,,,,,,,,,
20050000," 50000 Quaoar (2002 LM60)",50000,Quaoar,,N,N,1,2.42,,,,,,,,,,8.84,,,,,,,,,"JPL 47",2460800.5,60800,2025-05-05.0,J2000,0.0366,43.16,41.581,7.99,189.01,163.79,290.97,44.74,0.003476,2480662.30,2079-09-20.8,1.04e+05,284,40.6,1.58e+04,36.6,5.82,1.7e-06,2.9e-05,7.2e-05,6.9e-07,2.9e-05,8.6e-04,8.0e-04,3.0e-05,3.5e-09,2.1e-01,1.0e-01,TNO,"Otto Matic",25300,1954-05-25,2023-08-31,1042,,,0,.38907,,,,,,,,,
20051356," 51356 (2000 RY76)",51356,,,N,N,1,15.29,,,,,,,,,,2.5572,,,,,,,,,"JPL 39",2460800.5,60800,2025-05-05.0,J2000,0.1116,1.812,1.610,22.20,331.15,36.42,65.28,2.01,0.4041,2460638.96,2024-11-24.4,891,2.44,0.624,243,3.37,3.96,9.4e-10,7.3e-10,2.3e-09,4.8e-08,1.6e-07,4.9e-07,5.5e-07,8.1e-10,2.4e-10,1.3e-06,5.4e-07,MCA,"Otto Matic",18121,1975-07-07,2025-02-15,3414,,,0,.42188,,,,,,,,,
20052316," 52316 Daveslater (1992 BD)",52316,Daveslater,,N,N,1,15.15,,,,,,,,,,2.7629,,,,,,,,,"JPL 38",2460800.5,60800,2025-05-05.0,J2000,0.0653,1.897,1.773,28.99,79.04,21.70,250.75,2.02,0.3774,2461090.01,2026-02-18.5,954,2.61,0.794,309,3.25,3.8,3.9e-10,3.5e-10,9.6e-10,5.1e-08,1.1e-07,7.1e-07,6.9e-07,3.7e-10,1.0e-10,1.8e-06,2.6e-07,IMB,"Otto Matic",26109,1953-02-11,2024-08-06,2882,,,0,.54601,,,,,,,,,
20053110," 53110 (1999 AR7)",53110,,,Y,N,1,16.73,,,,,,,,,,2.7375,,,,,,,,,"JPL 262",2460800.5,60800,2025-05-05.0,J2000,0.2145,1.645,1.292,40.63,85.42,58.23,128.95,2.00,0.4673,2460524.57,2024-08-02.0,770,2.11,0.41,159,3.38,4,1.3e-09,7.1e-10,2.1e-09,1.8e-07,1.7e-07,6.8e-07,1.3e-06,8.6e-10,3.0e-10,2.7e-06,5.0e-07,AMO,"Otto Matic",8321,1998-11-28,2021-09-09,1524,,,0,.58858,,,,,,,,,
20053432," 53432 (1999 UT55)",53432,,,N,N,1,15.80,,,,,,,,,,3.33,,,,,,,,,"JPL 34",2460800.5,60800,2025-05-05.0,J2000,0.1157,1.871,1.655,22.44,268.67,126.95,342.04,2.09,0.385,2460847.16,2025-06-20.6,935,2.56,0.717,279,3.27,3.88,1.8e-09,8.3e-10,3.9e-09,5.5e-08,3.1e-07,6.5e-07,9.8e-07,9.3e-10,2.6e-10,2.6e-06,6.2e-07,MCA,"Otto Matic",10814,1994-11-28,2024-07-07,1915,,,0,.53563,,,,,,,,,
20054697," 54697 (2001 FA70)",54697,,,N,N,1,15.06,,,,,,,,,,3.05204,,,,,,,,,"JPL 44",2460800.5,60800,2025-05-05.0,J2000,0.3313,2.385,1.595,13.09,168.33,129.66,131.58,3.18,0.2676,2460308.79,2023-12-30.2,1.35e+03,3.68,0.616,240,2.2,3.43,1.5e-09,3.2e-09,3.8e-09,1.0e-07,5.0e-07,6.9e-07,1.9e-06,4.3e-09,5.4e-10,6.2e-06,2.7e-06,MCA,"Otto Matic",10209,1997-03-15,2025-02-25,2158,,,0,.52881,,,,,,,,,
