"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20004440,"  4440 Tchantches (1984 YV)",4440,Tchantches,,N,N,1,13.87,,,,,,,2.093,,1.000,2.7883,,,,,,,,0.59,"JPL 56",2460800.5,60800,2025-05-05.0,J2000,0.0770,1.921,1.773,21.35,283.29,224.95,16.94,2.07,0.3702,2460754.73,2025-03-20.2,972,2.66,0.816,317,3.08,3.84,1.1e-09,4.8e-10,2.5e-09,4.4e-08,1.1e-07,4.2e-07,7.0e-07,5.2e-10,1.4e-10,1.9e-06,3.7e-07,IMB,"Otto Matic",14690,1984-12-23,2025-03-13,3855,,,0,.38798,,,,,,,,,
20004492,"  4492 Debussy (1988 SH)",4492,Debussy,,N,N,1,13.22,,,,,,,17.359,,0.040,26.606,,,,,,,,0.70,"JPL 92",2460800.5,60800,2025-05-05.0,J2000,0.1770,2.768,2.278,8.02,349.69,53.93,314.42,3.26,0.2141,2461013.41,2025-12-03.9,1.68e+03,4.6,1.3,504,2.23,3.3,6.8e-10,1.3e-09,1.4e-09,4.1e-08,3.0e-07,3.8e-07,6.3e-07,1.5e-09,1.5e-10,3.1e-06,1.2e-06,MBA,"Otto Matic",26697,1951-08-06,2024-09-08,8145,,,0,.31096,,,,,,,,,
20004494,"  4494 Marimo (1988 TK1)",4494,Marimo,,N,N,1,13.65,,,,,,,,,,4.1209,,,,,,,,,"JPL 58",2460800.5,60800,2025-05-05.0,J2000,0.1200,2.344,2.062,2.47,294.26,216.29,308.36,2.63,0.2747,2460988.48,2025-11-08.9,1.31e+03,3.59,1.07,418,2.38,3.55,4.8e-10,3.8e-10,9.9e-10,2.9e-08,8.9e-07,9.6e-07,3.8e-07,4.3e-10,6.7e-11,1.4e-06,3.2e-07,MBA,"Otto Matic",19328,1972-04-09,2025-03-10,5324,,,0,.40216,,,,,,,,,
20004514,"  4514 Vilen (1972 HX)",4514,Vilen,,N,N,1,14.10,,,,,,,,,,2.89224,,,,,,,,,"JPL 56",2460800.5,60800,2025-05-05.0,J2000,0.1511,2.346,1.991,7.97,110.28,88.55,295.29,2.70,0.2744,2461036.35,2025-12-26.8,1.31e+03,3.59,1.01,392,2.29,3.53,3.9e-10,3.7e-10,8.1e-10,4.7e-08,1.4e-07,2.6e-07,3.2e-07,4.2e-10,6.5e-11,1.2e-06,3.1e-07,MBA,"Otto Matic",19338,1972-04-19,2025-03-30,9731,,,0,.29838,,,,,,,,,
20004528,"  4528 Berg (1983 PP)",4528,Berg,,N,N,1,12.51,,,,,,,9.356,,0.292,3.563,,,,,,,,0.12,"JPL 66",2460800.5,60800,2025-05-05.0,J2000,0.1373,2.551,2.200,8.71,161.32,315.97,317.28,2.90,0.242,2460977.06,2025-10-28.5,1.49e+03,4.07,1.22,477,2.2,3.41,5.8e-10,6.0e-10,1.3e-09,3.5e-08,2.6e-07,3.3e-07,3.5e-07,6.9e-10,8.6e-11,1.5e-06,5.3e-07,MBA,"Otto Matic",21907,1965-02-28,2025-02-20,13210,,,0,.22518,,,,,,,,,
20004541,"  4541 Mizuno (1989 AF)",4541,Mizuno,,N,N,1,13.18,,,,,,,6.294,,0.338,2.82784,,,,,,,,0.47,"JPL 62",2460800.5,60800,2025-05-05.0,J2000,0.0208,2.38,2.330,4.78,65.93,26.03,340.18,2.43,0.2685,2460874.30,2025-07-17.8,1.34e+03,3.67,1.35,524,2.59,3.53,8.1e-10,9.2e-10,1.5e-09,5.8e-08,6.5e-07,2.0e-06,1.8e-06,9.4e-10,1.6e-10,6.7e-06,7.8e-07,MBA,"Otto Matic",34793,1929-11-27,2025-03-01,10067,,,0,.28582,,,,,,,,,
20004607,"  4607 Seilandfarm (1987 WR)",4607,Seilandfarm,,N,N,1,13.40,,,,,,,7.389,,0.224,3.9683,,,,,L,,,0.12,"JPL 60",2460800.5,60800,2025-05-05.0,J2000,0.0200,2.264,2.219,2.25,250.41,221.80,313.96,2.31,0.2893,2460959.65,2025-10-11.1,1.24e+03,3.41,1.24,481,2.69,3.62,4.5e-10,3.6e-10,1.0e-09,2.5e-08,8.1e-07,2.0e-06,1.7e-06,3.7e-10,7.0e-11,5.8e-06,3.0e-07,MBA,"Otto Matic",18246,1975-03-15,2025-02-26,7009,,,0,.39891,,,,,,,,,
20004666,"  4666 Dietz (1986 JA1)",4666,Dietz,,N,N,2,13.12,,,,,,,6.827,,0.239,2.95242,,,,,,,,0.29,"JPL 51",2460800.5,60800,2025-05-05.0,J2000,0.2350,2.339,1.789,24.52,230.18,42.07,307.89,2.89,0.2755,2460989.64,2025-11-10.1,1.31e+03,3.58,0.824,321,2.26,3.41,3.0e-10,2.9e-10,8.2e-10,3.1e-08,5.9e-08,1.0e-07,2.1e-07,3.6e-10,5.2e-11,7.9e-07,2.5e-07,MBA,"Otto Matic",14188,1986-05-08,2025-03-12,6784,,,0,.32719,,,,,,,,,
20004674,"  4674 Pauling (1989 JC)",4674,Pauling,,N,N,1,13.97,,,,,,,4.818,,0.332,2.5306,,,,,,,,0.04,"JPL 79",2460800.5,60800,2025-05-05.0,J2000,0.0702,1.859,1.728,19.44,232.89,239.81,165.47,1.99,0.3889,2460375.00,2024-03-05.5,926,2.53,0.783,305,3.16,3.92,5.1e-10,5.6e-10,9.2e-10,3.5e-08,1.0e-07,8.6e-07,4.0e-07,6.0e-10,1.8e-10,1.2e-06,4.2e-07,IMB,"Otto Matic",14330,1985-12-15,2025-03-10,5603,,,0,.43028,,,,,,,,,
20004765,"  4765 Wasserburg (1986 JN1)",4765,Wasserburg,,N,N,1,13.97,,,,,,,1.777,,1.000,3.6231,,,,,,,,0.48,"JPL 52",2460800.5,60800,2025-05-05.0,J2000,0.0603,1.945,1.828,23.71,76.50,108.48,174.44,2.06,0.3633,2460320.34,2024-01-10.8,991,2.71,0.875,341,3.02,3.79,3.9e-10,1.5e-10,7.0e-10,4.4e-08,8.1e-08,4.8e-07,5.6e-07,1.6e-10,4.3e-11,1.5e-06,1.2e-07,IMB,"Otto Matic",15188,1983-03-13,2024-10-11,4021,,,0,.39386,,,,,,,,,
20004786,"  4786 Tatianina (1985 PE2)",4786,Tatianina,,N,N,1,13.44,,,,,,,3.282,,0.514,2.9227,,,,,Xc,,,0.20,"JPL 60",2460800.5,60800,2025-05-05.0,J2000,0.1953,2.357,1.897,7.25,115.70,118.31,71.70,2.82,0.2724,2460537.24,2024-08-14.7,1.32e+03,3.62,0.898,349,2.21,3.52,5.6e-10,4.0e-10,1.5e-09,4.0e-08,2.5e-07,2.7e-07,2.5e-07,4.8e-10,6.9e-11,8.6e-07,3.3e-07,MBA,"Otto Matic",19818,1970-05-31,2024-09-02,4958,,,0,.42986,,,,,,,,,
20004788,"  4788 Simpson (1986 TL1)",4788,Simpson,,N,N,1,13.88,,,,,,,3.583,,0.500,2.81752,,,,,,,,0.70,"JPL 53",2460800.5,60800,2025-05-05.0,J2000,0.1303,2.262,1.967,4.32,277.13,110.34,117.78,2.56,0.2897,2460393.94,2024-03-24.4,1.24e+03,3.4,0.977,380,2.88,3.6,5.6e-10,5.2e-10,1.2e-09,3.5e-08,3.3e-07,5.0e-07,5.7e-07,5.8e-10,9.9e-11,1.9e-06,4.3e-07,MBA,"Otto Matic",17619,1976-12-16,2025-03-13,4072,,,0,.43232,,,,,,,,,
20004868,"  4868 Knushevia (1989 UN2)",4868,Knushevia,,N,N,1,15.11,,,,,,,1.535,,1.000,3.1422,,,,,,,,0.32,"JPL 45",2460800.5,60800,2025-05-05.0,J2000,0.0682,1.96,1.827,22.11,187.48,94.27,81.96,2.09,0.3591,2460572.27,2024-09-18.7,1e+03,2.74,0.908,353,2.99,3.79,7.7e-10,2.7e-10,1.3e-09,5.3e-08,1.3e-07,3.8e-07,4.9e-07,2.9e-10,7.4e-11,1.3e-06,2.1e-07,IMB,"Otto Matic",15062,1983-07-11,2024-10-05,6119,,,0,.35422,,,,,,,,,
20004901,"  4901 O Briain (1988 VJ)",4901,"O Briain",,N,N,1,13.72,,,,,,,5.225,,0.282,2.6498,,,,,,,,0.29,"JPL 64",2460800.5,60800,2025-05-05.0,J2000,0.1906,2.274,1.841,4.64,227.11,94.18,291.38,2.71,0.2874,2461039.29,2025-12-29.7,1.25e+03,3.43,0.835,325,2.61,3.58,4.3e-10,4.7e-10,9.0e-10,4.0e-08,2.8e-07,3.8e-07,4.3e-07,5.6e-10,9.0e-11,1.6e-06,3.9e-07,MBA,"Otto Matic",27233,1950-08-21,2025-03-13,4385,,,0,.43139,,,,,,,,,
20004951,"  4951 Iwamoto (1990 BM)",4951,Iwamoto,,N,N,1,13.49,,,,,,,5.192,,0.218,118,,,,,S,,,0.04,"JPL 55",2460800.5,60800,2025-05-05.0,J2000,0.1665,2.257,1.881,7.53,100.98,340.02,173.08,2.63,0.2906,2460204.98,2023-09-17.4,1.24e+03,3.39,0.899,350,2.6,3.59,9.8e-10,6.1e-10,2.6e-09,3.8e-08,2.7e-07,3.4e-07,4.2e-07,7.1e-10,1.2e-10,1.2e-06,5.0e-07,MBA,"Otto Matic",33859,1931-10-17,2024-06-29,4069,,,0,.40838,,,,,,,,,
20005037,"  5037 Habing (6552 P-L)",5037,Habing,,N,N,1,13.33,,,,,,,5.676,,0.315,2.8291,,,,,,,,0.07,"JPL 58",2460800.5,60800,2025-05-05.0,J2000,0.1106,2.274,2.022,7.03,165.92,280.65,232.97,2.52,0.2875,2461242.31,2026-07-20.8,1.25e+03,3.43,1.05,409,2.66,3.59,4.0e-10,4.3e-10,9.5e-10,4.2e-08,2.6e-07,3.8e-07,3.7e-07,4.8e-10,8.2e-11,1.4e-06,3.6e-07,MBA,"Otto Matic",23354,1960-09-24,2024-09-02,4636,,,0,.39611,,,,,,,,,
20005112,"  5112 Kusaji (1987 SM13)",5112,Kusaji,,N,N,1,14.01,,,,,,,3.419,,0.500,2.7995,,,,,,,,0.13,"JPL 48",2460800.5,60800,2025-05-05.0,J2000,0.1297,2.175,1.893,5.76,62.66,341.81,232.72,2.46,0.3073,2461214.75,2026-06-23.2,1.17e+03,3.21,0.903,351,2.91,3.67,9.5e-10,3.5e-10,2.2e-09,3.3e-08,2.7e-07,2.7e-07,2.2e-07,3.9e-10,7.4e-11,8.0e-07,2.8e-07,MBA,"Otto Matic",19253,1971-10-11,2024-06-27,4006,,,0,.42909,,,,,,,,,
20005135,"  5135 Nibutani (1990 UE)",5135,Nibutani,,N,N,1,13.62,,,,,,,4.816,,0.527,2.818,,,,,,,,0.15,"JPL 58",2460800.5,60800,2025-05-05.0,J2000,0.1277,2.24,1.954,3.30,35.39,230.48,216.79,2.53,0.2941,2461287.51,2026-09-04.0,1.22e+03,3.35,0.94,366,2.53,3.62,7.7e-10,5.0e-10,2.0e-09,5.1e-08,7.2e-07,8.5e-07,5.4e-07,5.7e-10,9.9e-11,2.0e-06,4.1e-07,MBA,"Otto Matic",20419,1969-05-05,2025-03-31,5262,,,0,.39957,,,,,,,,,
20005143,"  5143 Heracles (1991 VL)",5143,Heracles,,Y,N,1,14.07,,,,,,,4.843,,0.227,2.7063,,,,,O,,,0.38,"JPL 776",2460800.5,60800,2025-05-05.0,J2000,0.7711,1.835,0.420,8.98,309.09,228.21,124.80,3.25,0.3965,2460485.79,2024-06-24.2,908,2.49,0.0577,22.5,1.8,3.58,7.6e-10,8.6e-10,1.4e-09,7.7e-08,3.6e-07,3.5e-07,8.7e-07,1.5e-09,2.8e-10,2.0e-06,6.4e-07,APO,"Otto Matic",25924,1953-11-30,2024-11-21,4786,1,0,0,.4223,,,,,,,,,
20005232,"  5232 Jordaens (1988 PR1)",5232,Jordaens,,N,N,1,12.24,,,,,,,11.563,,0.209,10.58,,,,,,,,0.21,"JPL 65",2460800.5,60800,2025-05-05.0,J2000,0.1614,2.849,2.389,12.22,165.44,97.66,279.64,3.31,0.205,2461192.52,2026-06-01.0,1.76e+03,4.81,1.41,549,1.92,3.25,4.9e-10,5.9e-10,1.2e-09,4.2e-08,1.6e-07,2.6e-07,2.9e-07,6.8e-10,6.3e-11,1.5e-06,5.4e-07,MBA,"Otto Matic",25368,1955-10-23,2025-04-06,5977,,,0,.3851,,,,,,,,,
20005261,"  5261 Eureka (1990 MB)",5261,Eureka,,N,N,1,16.10,,,,,,,1.878,,0.182,2.6902,,,,,Sr,,,0.23,"JPL 40",2460800.5,60800,2025-05-05.0,J2000,0.0648,1.524,1.425,20.28,245.02,95.59,127.15,1.62,0.5241,2460557.89,2024-09-04.3,687,1.88,0.499,194,3.52,4.43,2.7e-09,5.5e-10,4.5e-09,9.7e-08,2.3e-07,2.9e-06,3.4e-06,5.9e-10,2.9e-10,6.5e-06,3.7e-07,MCA,"Otto Matic",16509,1979-11-21,2025-02-01,3053,,,0,.48205,,,,,,,,,
20005319,"  5319 Petrovskaya (1985 RK6)",5319,Petrovskaya,,N,N,1,13.75,,,,,,,4.911,,0.351,3.3604,,,,,,,,0.22,"JPL 56",2460800.5,60800,2025-05-05.0,J2000,0.1547,2.257,1.907,6.23,200.44,81.55,317.14,2.61,0.2908,2460947.91,2025-09-29.4,1.24e+03,3.39,0.904,352,2.53,3.6,5.1e-10,4.2e-10,1.2e-09,3.8e-08,3.5e-07,4.1e-07,3.4e-07,4.8e-10,8.1e-11,1.2e-06,3.4e-07,MBA,"Otto Matic",26768,1951-11-29,2025-03-13,5050,,,0,.41661,,,,,,,,,
20005381,"  5381 Sekhmet (1991 JY)",5381,Sekhmet,,Y,N,1,16.72,,,,,,,0.935,,0.507,2.8233,,,,,,,,0.04,"JPL 115",2460800.5,60800,2025-05-05.0,J2000,0.2964,0.9474,0.667,48.97,58.53,37.42,52.88,1.23,1.069,2460751.03,2025-03-16.5,337,0.922,0.113,43.8,4.17,6.03,6.9e-10,5.6e-10,8.2e-10,1.3e-07,7.5e-08,1.8e-07,1.8e-06,7.3e-10,9.5e-10,1.6e-06,3.0e-07,ATE,"Otto Matic",12433,1991-05-14,2025-05-28,727,1,0,0,.65199,,,,5.3e-15,1.2e-15,,,,
20005402,"  5402 Kejosmith (1989 UK2)",5402,Kejosmith,,N,N,1,13.64,,,,,,,4.191,,0.400,2.69549,,,,,,,,0.23,"JPL 59",2460800.5,60800,2025-05-05.0,J2000,0.1369,2.046,1.766,16.70,237.00,133.46,71.20,2.33,0.3367,2460589.02,2024-10-05.5,1.07e+03,2.93,0.803,312,3.17,3.73,7.8e-10,2.2e-10,1.6e-09,3.4e-08,1.4e-07,3.3e-07,3.1e-07,2.5e-10,5.4e-11,9.1e-07,1.7e-07,MBA,"Otto Matic",14044,1986-09-30,2025-03-13,4733,,,0,.40543,,,,,,,,,
20005407,"  5407 (1992 AX)",5407,,,N,N,1,14.42,,,,,,,2.823,,0.533,2.5488,,,,,Sk,,,0.45,"JPL 97",2460800.5,60800,2025-05-05.0,J2000,0.2780,1.838,1.327,11.39,117.65,108.98,53.68,2.35,0.3955,2460664.77,2024-12-20.2,910,2.49,0.377,147,2.7,3.95,5.8e-10,4.7e-10,1.3e-09,3.4e-08,1.2e-07,2.1e-07,5.5e-07,6.0e-10,1.5e-10,1.4e-06,3.5e-07,MCA,"Otto Matic",26429,1951-11-28,2024-04-07,12573,,,0,.26284,,,,,,,,,
20005425,"  5425 Vojtech (1984 SA1)",5425,Vojtech,,N,N,1,13.23,,,,,,,7.052,,0.246,2.64759,,,,,,,,0.13,"JPL 53",2460800.5,60800,2025-05-05.0,J2000,0.1348,2.454,2.123,6.26,355.83,25.80,191.99,2.78,0.2564,2461455.77,2027-02-19.2,1.4e+03,3.84,1.13,439,2.69,3.47,4.6e-10,4.2e-10,1.3e-09,2.7e-08,4.3e-07,4.3e-07,2.9e-07,4.7e-10,6.5e-11,1.2e-06,3.6e-07,MBA,"Otto Matic",25556,1955-03-25,2025-03-13,5122,,,0,.3847,,,,,,,,,
20005426,"  5426 Sharp (1985 DD)",5426,Sharp,,N,N,1,14.19,,,,,,,2.033,,1.000,4.5609,,,,,,,,0.34,"JPL 50",2460800.5,60800,2025-05-05.0,J2000,0.1169,1.955,1.726,23.80,88.12,67.65,249.02,2.18,0.3606,2461108.28,2026-03-08.7,998,2.73,0.823,320,3.06,3.78,7.3e-10,2.2e-10,1.5e-09,3.3e-08,1.1e-07,2.1e-07,2.8e-07,2.5e-10,6.1e-11,8.1e-07,1.7e-07,IMB,"Otto Matic",14554,1985-02-16,2024-12-22,3102,,,0,.43356,,,,,,,,,
20005457,"  5457 Queen's (1980 TW5)",5457,Queen's,,N,N,1,12.24,,,,,,,20.553,,0.048,4.326,,,,,,,,0.20,"JPL 65",2460800.5,60800,2025-05-05.0,J2000,0.0289,3.075,2.986,3.95,269.48,54.99,145.90,3.16,0.1827,2460002.12,2023-02-26.6,1.97e+03,5.39,1.98,769,1.94,3.23,6.9e-10,1.4e-09,1.3e-09,4.0e-08,4.6e-07,1.2e-06,1.2e-06,1.4e-09,1.2e-10,6.2e-06,1.3e-06,MBA,"Otto Matic",27889,1948-11-03,2025-03-13,4762,,,0,.42059,,,,,,,,,
20005474,"  5474 Gingasen (1988 XE1)",5474,Gingasen,,N,N,1,13.31,,,,,,,5.046,,0.480,3.6242,,,,,,,,0.48,"JPL 58",2460800.5,60800,2025-05-05.0,J2000,0.0686,2.383,2.219,6.14,246.87,257.37,248.46,2.55,0.268,2461216.72,2026-06-25.2,1.34e+03,3.68,1.24,483,2.49,3.53,4.9e-10,4.0e-10,1.2e-09,4.0e-08,1.8e-07,4.6e-07,3.7e-07,4.3e-10,6.8e-11,1.4e-06,3.4e-07,MBA,"Otto Matic",19699,1971-01-27,2025-01-02,7580,,,0,.30898,,,,,,,,,
20005477,"  5477 Holmes (1989 UH2)",5477,Holmes,,N,N,1,14.30,,,,,,,3.147,,0.310,2.994,,,,,,,,0.14,"JPL 94",2460800.5,60800,2025-05-05.0,J2000,0.0756,1.917,1.772,22.55,49.07,290.35,180.50,2.06,0.3713,2461283.91,2026-08-31.4,970,2.65,0.841,327,3.13,3.83,6.6e-10,3.2e-10,1.0e-09,4.4e-08,1.3e-07,3.6e-07,2.2e-07,3.5e-10,9.3e-11,5.9e-07,2.4e-07,IMB,"Otto Matic",12917,1989-10-27,2025-03-09,12322,,,0,.22041,,,,,,,,,
20005481,"  5481 Kiuchi (1990 CH)",5481,Kiuchi,,N,N,1,13.43,,,,,,,,,,3.6196,,,,,,,,,"JPL 67",2460800.5,60800,2025-05-05.0,J2000,0.0618,2.341,2.196,5.96,325.96,250.18,246.18,2.49,0.2753,2461214.02,2026-06-22.5,1.31e+03,3.58,1.2,466,2.5,3.56,6.6e-10,6.9e-10,2.0e-09,4.4e-08,2.7e-07,7.6e-07,5.0e-07,7.4e-10,1.2e-10,1.8e-06,5.8e-07,MBA,"Otto Matic",19906,1970-09-27,2025-03-28,5658,,,0,.35575,,,,,,,,,
20005500,"  5500 Twilley (1981 WR)",5500,Twilley,,N,N,1,13.74,,,,,,,4.483,,0.350,2.955,,,,,,,,0.12,"JPL 62",2460800.5,60800,2025-05-05.0,J2000,0.0884,2.28,2.079,4.40,112.46,341.10,189.38,2.48,0.2862,2461396.67,2026-12-22.1,1.26e+03,3.44,1.1,426,2.64,3.6,6.2e-10,5.5e-10,1.5e-09,3.3e-08,4.2e-07,5.2e-07,5.2e-07,6.0e-10,1.0e-10,2.0e-06,4.5e-07,MBA,"Otto Matic",25325,1955-03-23,2024-07-23,4061,,,0,.45868,,,,,,,,,
20005536,"  5536 Honeycutt (1955 QN)",5536,Honeycutt,,N,N,1,13.11,,,,,,,,,,3.583,,,,,,,,,"JPL 60",2460800.5,60800,2025-05-05.0,J2000,0.0940,2.249,2.038,6.78,250.59,124.67,198.06,2.46,0.2922,2461354.64,2026-11-10.1,1.23e+03,3.37,1.05,408,2.93,3.61,5.7e-10,3.3e-10,1.4e-09,3.2e-08,2.9e-07,3.6e-07,2.6e-07,3.6e-10,6.4e-11,9.9e-07,2.7e-07,MBA,"Otto Matic",25911,1954-04-04,2025-03-13,6392,,,0,.32775,,,,,,,,,
20005646,"  5646 (1990 TR)",5646,,,Y,N,1,15.51,,,,,,,4.3,,0.223,3.1999,,,,,U,,,,"JPL 449",2460800.5,60800,2025-05-05.0,J2000,0.4356,2.144,1.210,7.91,14.10,335.78,17.75,3.08,0.314,2460743.97,2025-03-09.4,1.15e+03,3.14,0.212,82.7,2.36,3.57,1.7e-09,6.5e-10,3.6e-09,2.0e-07,1.3e-06,1.3e-06,5.5e-07,9.3e-10,1.4e-10,1.7e-06,5.2e-07,AMO,"Otto Matic",12448,1990-05-03,2024-06-01,2538,,,0,.45858,,,,,,,,,
20005674,"  5674 Wolff (1986 RW2)",5674,Wolff,,N,N,1,13.49,,,,,,,6.039,,0.193,93.7,,,,,,,,0.13,"JPL 65",2460800.5,60800,2025-05-05.0,J2000,0.1655,2.358,1.967,1.70,39.81,311.60,245.81,2.75,0.2722,2461219.93,2026-06-28.4,1.32e+03,3.62,0.962,374,2.67,3.53,4.4e-10,3.3e-10,1.0e-09,3.1e-08,1.0e-06,1.1e-06,2.6e-07,3.9e-10,5.8e-11,1.0e-06,2.8e-07,MBA,"Otto Matic",25146,1956-05-08,2025-03-13,4344,,,0,.44197,,,,,,,,,
20005772,"  5772 Johnlambert (1988 LB)",5772,Johnlambert,,N,N,1,13.08,,,,,,,,,,3.0782,,,,,,,,,"JPL 63",2460800.5,60800,2025-05-05.0,J2000,0.1286,2.555,2.226,12.23,275.17,7.47,355.07,2.88,0.2414,2460820.93,2025-05-25.4,1.49e+03,4.08,1.21,471,2.25,3.4,4.6e-10,5.3e-10,1.2e-09,4.1e-08,2.1e-07,3.2e-07,3.3e-07,6.0e-10,7.5e-11,1.4e-06,4.7e-07,MBA,"Otto Matic",25557,1955-03-24,2025-03-13,3930,,,0,.44306,,,,,,,,,
20005781,"  5781 Barkhatova (1990 SM28)",5781,Barkhatova,,N,N,1,13.79,,,,,,,5.653,,0.242,,,,,,,,,0.03,"JPL 67",2460800.5,60800,2025-05-05.0,J2000,0.0382,2.136,2.055,2.71,259.01,171.64,339.95,2.22,0.3156,2460864.03,2025-07-07.5,1.14e+03,3.12,1.07,416,2.86,3.71,7.1e-10,3.5e-10,1.5e-09,3.5e-08,1.3e-06,2.2e-06,1.4e-06,3.6e-10,7.8e-11,4.5e-06,2.8e-07,MBA,"Otto Matic",27009,1951-02-10,2025-01-21,6711,,,0,.3535,,,,,,,,,
20005872,"  5872 Sugano (1989 SL)",5872,Sugano,,N,N,1,13.76,,,,,,,,,,3.3642,,,,,,,,,"JPL 56",2460800.5,60800,2025-05-05.0,J2000,0.1329,2.249,1.950,6.61,242.33,131.23,204.92,2.55,0.2922,2461331.20,2026-10-17.6,1.23e+03,3.37,0.958,373,2.93,3.61,1.2e-09,6.2e-10,2.6e-09,9.2e-08,5.9e-07,7.0e-07,4.1e-07,7.0e-10,1.2e-10,1.6e-06,5.1e-07,MBA,"Otto Matic",25378,1955-09-19,2025-03-13,3789,,,0,.44582,,,,,,,,,
20005899,"  5899 Jedicke (1986 AH)",5899,Jedicke,,N,N,1,14.21,,,,,,,2.672,,0.621,2.7481,,,,,,,,0.17,"JPL 49",2460800.5,60800,2025-05-05.0,J2000,0.1166,1.929,1.704,24.01,125.29,263.80,324.76,2.15,0.368,2460896.27,2025-08-08.7,978,2.68,0.816,318,3.22,3.8,3.3e-10,1.4e-10,6.3e-10,4.1e-08,1.1e-07,1.9e-07,2.3e-07,1.6e-10,4.1e-11,6.3e-07,1.1e-07,IMB,"Otto Matic",16983,1978-03-06,2024-09-03,3412,,,0,.43221,,,,,,,,,
20005905,"  5905 Johnson (1989 CJ1)",5905,Johnson,,N,N,1,13.92,,,,,,,4.728,,0.198,3.7824,,,,,,,,0.06,"JPL 96",2460800.5,60800,2025-05-05.0,J2000,0.0717,1.91,1.773,27.52,141.23,208.93,64.61,2.05,0.3733,2460627.41,2024-11-12.9,964,2.64,0.774,301,3.24,3.8,3.0e-10,1.7e-10,5.4e-10,4.6e-08,7.3e-08,4.7e-07,3.9e-07,1.8e-10,4.9e-11,1.1e-06,1.3e-07,IMB,"Otto Matic",13126,1989-02-11,2025-01-19,4780,,,0,.36022,,,,,,,,,
20006016,"  6016 Carnelli (1991 PA11)",6016,Carnelli,,N,N,1,13.65,,,,,,,3.526,,0.818,2.8028,,,,,,,,0.17,"JPL 61",2460800.5,60800,2025-05-05.0,J2000,0.2150,2.332,1.830,5.90,189.22,163.94,158.87,2.83,0.2768,2460226.56,2023-10-09.0,1.3e+03,3.56,0.826,322,2.61,3.53,6.0e-10,5.0e-10,1.6e-09,3.5e-08,2.8e-07,3.2e-07,3.2e-07,6.1e-10,9.0e-11,9.7e-07,4.2e-07,MBA,"Otto Matic",23924,1959-10-06,2025-04-06,7476,,,0,.36404,,,,,,,,,
20006084,"  6084 Bascom (1985 CT)",6084,Bascom,,N,N,1,12.93,,,,,,,6.347,,0.220,2.74542,,,,,,,,0.22,"JPL 104",2460800.5,60800,2025-05-05.0,J2000,0.2357,2.313,1.768,22.99,147.15,258.85,227.96,2.86,0.2801,2461271.92,2026-08-19.4,1.29e+03,3.52,0.908,353,2.85,3.44,6.0e-10,5.2e-10,1.4e-09,4.2e-08,1.1e-07,1.8e-07,2.4e-07,6.4e-10,9.5e-11,1.0e-06,4.3e-07,MBA,"Otto Matic",27386,1950-03-17,2025-03-09,4328,,,0,.38469,,,,,,,,,
20006086,"  6086 Vrchlicky (1987 VU)",6086,Vrchlicky,,N,N,1,12.36,,,,,,,7.618,,0.401,2.76772,,,,,Sl,,,0.41,"JPL 62",2460800.5,60800,2025-05-05.0,J2000,0.1696,2.72,2.259,8.94,65.14,323.60,135.34,3.18,0.2197,2460184.43,2023-08-27.9,1.64e+03,4.49,1.27,495,2.27,3.32,4.5e-10,4.2e-10,1.3e-09,4.1e-08,2.2e-07,2.5e-07,2.2e-07,4.9e-10,5.0e-11,9.0e-07,3.8e-07,MBA,"Otto Matic",23492,1960-11-17,2025-03-13,5563,,,0,.36987,,,,,,,,,
20006098,"  6098 Mutojunkyu (1991 UW3)",6098,Mutojunkyu,,N,N,1,14.47,,,,,,,3.683,,0.359,2.779,,,,,,,,0.15,"JPL 57",2460800.5,60800,2025-05-05.0,J2000,0.2355,2.226,1.702,4.97,313.46,56.90,54.06,2.75,0.2967,2460618.27,2024-11-03.7,1.21e+03,3.32,0.707,275,2.73,3.6,5.4e-10,6.4e-10,1.2e-09,4.3e-08,6.1e-07,6.0e-07,6.2e-07,7.9e-10,1.3e-10,2.0e-06,5.2e-07,MBA,"Otto Matic",16851,1979-01-27,2025-03-17,8090,,,0,.33344,,,,,,,,,
